Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
presupuestos obra;1;1;0;20;3.22;http://www.redformas.es/;1.13;1.63;0.71;23700000;0.75,0.50,0.75,0.75,0.50,0.25,0.75,0.99,0.50,0.25,0.50,0.75
presupuesto reforma cocina;6;9;3;170;2.29;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;1.03;1.04;0.86;631000;0.99,0.65,0.65,0.65,0.65,0.54,0.54,0.65,0.81,0.65,0.81,0.81
pedir presupuestos;5;4;-1;170;1.39;http://www.redformas.es/pedir-presupuesto/;1.03;0.63;0.59;1170000;0.28,0.44,0.99,0.82,0.82,0.82,0.67,0.18,0.05,0.08,0.05,0.08
cuanto cuesta una cocina nueva;2;3;1;50;0.00;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.78;0.00;0.38;947000;0.99,0.99,0.99,0.56,0.56,0.22,0.44,0.22,0.44,0.11,0.22,0.78
reformas de baños precios;4;4;0;90;1.41;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.76;0.47;0.87;653000;0.53,0.53,0.53,0.28,0.41,0.53,0.82,0.99,0.82,0.41,0.53,0.53
precio reforma cocina;10;10;0;210;2.24;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.76;0.76;0.81;9300000;0.67,0.54,0.54,0.54,0.44,0.54,0.54,0.54,0.54,0.44,0.99,0.82
pide presupuesto;3;4;1;70;1.73;http://www.redformas.es/pedir-presupuesto/;0.76;0.58;0.38;1270000;0.99,0.78,0.78,0.78,0.78,0.56,0.56,0.56,0.78,0.78,0.99,0.99
reforma cocina precio;7;9;2;140;2.11;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.67;0.63;0.90;9290000;0.81,0.54,0.65,0.42,0.19,0.27,0.42,0.42,0.42,0.54,0.99,0.65
presupuesto pintar casa;5;6;1;110;1.44;http://blog.redformas.es/cuanto-cuesta-pintar-una-casa-precio-ideas-y-consejos/;0.66;0.42;0.74;603000;0.43,0.33,0.52,0.99,0.67,0.67,0.67,0.33,0.52,0.67,0.67,0.52
presupuesto pintar casa;6;7;1;110;1.44;http://blog.redformas.es/precio-pintar-casa/;0.66;0.42;0.74;603000;0.43,0.33,0.52,0.99,0.67,0.67,0.67,0.33,0.52,0.67,0.67,0.52
presupuesto de reforma;5;5;0;110;3.92;http://www.redformas.es/;0.66;1.16;0.83;39800000;0.67,0.52,0.52,0.19,0.43,0.99,0.81,0.43,0.52,0.24,0.24,0.33
precio acuchillar y barnizar parquet;5;3;-2;110;2.29;http://blog.redformas.es/precio-acuchillar-parquet/;0.66;0.67;0.53;25000;0.43,0.33,0.99,0.43,0.24,0.43,0.67,0.67,0.52,0.52,0.52,0.33
reparar parquet levantado;2;2;0;40;0.40;http://blog.redformas.es/reparar-parquet-levantado/;0.63;0.11;0.34;15000;0.43,0.43,0.14,0.28,0.28,0.56,0.56,0.71,0.71,0.71,0.99,0.43
precio acuchillar parquet;10;11;1;170;2.52;http://blog.redformas.es/precio-acuchillar-parquet/;0.61;0.69;0.67;42000;0.81,0.65,0.65,0.65,0.65,0.65,0.54,0.54,0.54,0.42,0.99,0.99
precio tarima flotante colocada;4;4;0;70;1.60;http://blog.redformas.es/precio-colocar-tarima-flotante/;0.59;0.42;0.77;7000;0.21,0.50,0.79,0.36,0.14,0.21,0.28,0.64,0.99,0.50,0.36,0.28
cuanto cuesta una cocina completa;4;4;0;70;0.46;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.59;0.12;0.34;534000;0.28,0.36,0.28,0.21,0.21,0.50,0.64,0.79,0.36,0.50,0.99,0.79
precio tarima flotante instalada;4;5;1;70;1.02;http://blog.redformas.es/precio-colocar-tarima-flotante/;0.59;0.26;0.69;30000;0.99,0.33,0.14,0.33,0.33,0.67,0.14,0.14,0.19,0.14,0.24,0.52
presupuesto para obras;1;2;1;10;0.00;http://www.redformas.es/;0.56;0.00;0.00;49300000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00
arreglar parquet;6;6;0;90;1.30;http://blog.redformas.es/como-arreglar-parquet/;0.54;0.31;0.63;142000;0.64,0.82,0.99,0.64,0.82,0.99,0.99,0.99,0.99,0.99,0.99,0.99
presupuesto de reformas;6;6;0;90;3.91;http://www.redformas.es/;0.54;0.94;0.88;23800000;0.82,0.65,0.53,0.99,0.41,0.28,0.65,0.28,0.28,0.53,0.28,0.41
aislamiento acustico precios;5;6;1;90;0.85;http://blog.redformas.es/precio-aislamiento-acustico/;0.54;0.20;1.00;85000;0.99,0.45,0.64,0.99,0.82,0.64,0.45,0.99,0.82,0.64,0.64,0.82
reformar la cocina;7;7;0;110;1.67;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.53;0.39;0.81;12900000;0.79,0.64,0.64,0.64,0.50,0.99,0.99,0.99,0.79,0.64,0.79,0.99
construccion de piscinas precios;11;11;0;90;1.77;http://blog.redformas.es/precio-construir-piscina/;0.51;0.40;0.90;499000;0.53,0.53,0.65,0.82,0.99,0.99,0.53,0.28,0.28,0.18,0.41,0.41
cambiar ventanas precio;11;10;-1;90;0.83;http://blog.redformas.es/precio-cambiar-ventanas/;0.51;0.18;0.82;916000;0.41,0.41,0.41,0.24,0.18,0.18,0.28,0.53,0.82,0.99,0.65,0.41
cerramientos de aluminio precios;11;13;2;90;1.33;http://blog.redformas.es/precio-cerrar-terraza/;0.51;0.30;0.89;447000;0.65,0.53,0.28,0.28,0.65,0.41,0.41,0.41,0.82,0.53,0.99,0.53
presupuesto reformas;8;7;-1;140;4.65;http://www.redformas.es/;0.50;1.05;0.80;23200000;0.82,0.82,0.65,0.99,0.82,0.82,0.65,0.82,0.65,0.53,0.65,0.82
presupuestos para reformas;9;7;-2;140;3.52;http://www.redformas.es/;0.50;0.79;0.64;11000000;0.43,0.19,0.33,0.67,0.99,0.52,0.52,0.81,0.67,0.67,0.99,0.81
acristalar terraza;8;6;-2;140;1.52;http://blog.redformas.es/precio-acristalar-terraza/;0.50;0.34;0.81;21000;0.44,0.34,0.22,0.28,0.28,0.34,0.22,0.34,0.44,0.44,0.99,0.99
web de reformas;2;2;0;30;2.04;http://www.redformas.es/;0.47;0.42;0.81;21500000;0.99,0.50,0.50,0.75,0.99,0.75,0.50,0.75,0.99,0.25,0.75,0.99
cuanto vale reformar una cocina;2;2;0;30;0.97;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.47;0.20;0.83;177000;0.80,0.40,0.60,0.40,0.40,0.80,0.80,0.20,0.80,0.80,0.99,0.80
presupuestos de obras y reformas;2;2;0;30;0.00;http://www.redformas.es/;0.47;0.00;0.83;12100000;0.99,0.43,0.56,0.43,0.14,0.14,0.28,0.71,0.56,0.43,0.28,0.14
presupuesto de obras;2;2;0;30;2.59;http://www.redformas.es/;0.47;0.54;0.94;50300000;0.67,0.67,0.99,0.99,0.67,0.67,0.67,0.99,0.99,0.67,0.67,0.99
arreglar parquet;7;7;0;90;1.30;http://blog.redformas.es/reparar-parquet-levantado/;0.43;0.25;0.63;142000;0.64,0.82,0.99,0.64,0.82,0.99,0.99,0.99,0.99,0.99,0.99,0.99
reformar cocina;16;0;0;720;1.77;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.43;0.34;0.84;12800000;0.72,0.59,0.59,0.48,0.48,0.59,0.59,0.59,0.72,0.72,0.99,0.99
coste reforma baño;3;3;0;40;1.90;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.43;0.36;0.84;325000;0.56,0.43,0.43,0.28,0.56,0.56,0.71,0.71,0.71,0.56,0.99,0.71
restaurar parquet;7;9;2;90;1.82;http://blog.redformas.es/reparar-parquet-rayado/;0.43;0.35;0.63;143000;0.82,0.45,0.82,0.64,0.64,0.82,0.82,0.82,0.64,0.99,0.82,0.82
presupuesto baño completo;5;0;0;70;1.54;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.42;0.29;0.85;727000;0.64,0.45,0.45,0.45,0.45,0.45,0.82,0.82,0.99,0.36,0.82,0.99
reparar parquet rayado;4;3;-1;50;0.00;http://blog.redformas.es/reparar-parquet-rayado/;0.42;0.00;0.24;6000;0.78,0.78,0.78,0.33,0.33,0.56,0.56,0.99,0.44,0.22,0.44,0.56
cuanto cuesta alicatar un baño;4;5;1;50;1.08;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.42;0.20;0.49;28000;0.78,0.78,0.78,0.78,0.56,0.56,0.78,0.78,0.22,0.11,0.78,0.99
precio reformar baño;4;4;0;50;2.35;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.42;0.44;0.88;18000000;0.44,0.56,0.56,0.56,0.44,0.56,0.78,0.78,0.78,0.56,0.99,0.78
cuanto cuesta poner tarima flotante;6;7;1;70;1.82;http://blog.redformas.es/precio-colocar-tarima-flotante/;0.42;0.34;0.64;7000;0.19,0.10,0.19,0.24,0.24,0.24,0.24,0.33,0.52,0.52,0.99,0.67
presupuestos de obra;4;5;1;50;1.87;http://www.redformas.es/;0.42;0.35;0.94;23200000;0.99,0.99,0.71,0.71,0.71,0.43,0.71,0.56,0.71,0.56,0.71,0.71
presupuestos reformas madrid;10;8;-2;110;5.42;http://www.redformas.es/;0.40;0.96;0.62;667000;0.35,0.35,0.42,0.42,0.35,0.27,0.19,0.42,0.42,0.42,0.99,0.65
como reformar una casa;10;11;1;110;1.65;http://blog.redformas.es/como-reformar-tu-casa-al-menor-coste/;0.40;0.29;0.69;13600000;0.99,0.43,0.52,0.33,0.33,0.43,0.33,0.43,0.52,0.52,0.52,0.52
reparar arañazos parquet;11;11;0;70;1.92;http://blog.redformas.es/reparar-tarima-flotante/;0.39;0.34;0.12;10000;0.36,0.50,0.50,0.50,0.28,0.50,0.36,0.28,0.36,0.36,0.99,0.36
poner tarima flotante precio;7;7;0;70;1.06;http://blog.redformas.es/precio-colocar-tarima-flotante/;0.33;0.15;0.84;143000;0.50,0.28,0.36,0.28,0.28,0.21,0.21,0.36,0.99,0.50,0.64,0.50
coste reforma cocina;4;4;0;40;3.71;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.33;0.55;0.81;389000;0.80,0.80,0.40,0.80,0.80,0.80,0.80,0.80,0.99,0.99,0.99,0.80
precio aislamiento acustico;4;7;3;40;0.78;http://blog.redformas.es/precio-aislamiento-acustico/;0.33;0.11;1.00;137000;0.80,0.60,0.80,0.60,0.40,0.40,0.99,0.99,0.80,0.80,0.80,0.80
pedir presupuesto reforma;4;5;1;40;4.58;http://www.redformas.es/pedir-presupuesto/;0.33;0.69;0.97;4200000;0.44,0.22,0.33,0.56,0.56,0.33,0.99,0.99,0.33,0.33,0.44,0.11
presupuestos reformas online;7;9;2;70;4.49;http://www.redformas.es/;0.33;0.67;0.75;643000;0.99,0.41,0.65,0.53,0.18,0.06,0.24,0.24,0.18,0.24,0.28,0.24
reparar pladur;4;3;-1;40;0.00;http://blog.redformas.es/reparar-pladur/;0.33;0.00;0.04;138000;0.99,0.80,0.80,0.80,0.60,0.80,0.80,0.80,0.80,0.60,0.99,0.80
presupuesto cuarto de baño;4;8;4;40;1.17;http://blog.redformas.es/cuanto-cuesta-reformar-un-bano/;0.33;0.17;0.89;20400000;0.56,0.56,0.56,0.43,0.14,0.43,0.56,0.56,0.71,0.43,0.56,0.99
reformar un baño precio;3;3;0;30;1.28;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.32;0.18;0.74;3230000;0.80,0.40,0.40,0.40,0.40,0.40,0.80,0.99,0.20,0.20,0.60,0.60
reformar una cocina;9;9;0;90;1.13;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.32;0.16;0.78;13000000;0.79,0.50,0.50,0.36,0.50,0.50,0.64,0.99,0.50,0.36,0.79,0.79
reformar cocina precio;8;10;2;90;1.61;http://blog.redformas.es/reformar-cocina-precio/;0.32;0.23;0.86;6080000;0.82,0.53,0.65,0.65,0.41,0.28,0.65,0.53,0.99,0.41,0.28,0.53
acuchillar y barnizar parquet;8;9;1;90;3.19;http://blog.redformas.es/precio-acuchillar-parquet/;0.32;0.46;0.66;43000;0.99,0.24,0.33,0.24,0.52,0.67,0.52,0.33,0.19,0.33,0.24,0.33
presupuesto reformar baño;3;3;0;30;1.48;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.32;0.21;0.86;391000;0.40,0.40,0.40,0.60,0.80,0.60,0.99,0.80,0.60,0.40,0.80,0.60
reformas baños precios;3;4;1;30;2.31;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.32;0.33;0.85;700000;0.22,0.11,0.22,0.56,0.22,0.11,0.22,0.22,0.22,0.78,0.99,0.78
presupuesto gratis;3;3;0;30;1.34;http://www.redformas.es/;0.32;0.19;0.55;11800000;0.33,0.33,0.33,0.22,0.22,0.11,0.33,0.22,0.99,0.33,0.22,0.22
presupuestos reformas baños;3;3;0;30;2.44;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.32;0.35;0.83;498000;0.28,0.28,0.28,0.14,0.28,0.14,0.14,0.99,0.56,0.56,0.71,0.71
arreglar parquet rayado;3;2;-1;30;0.90;http://blog.redformas.es/reparar-parquet-rayado/;0.32;0.13;0.08;5000;0.99,0.75,0.75,0.25,0.50,0.75,0.99,0.75,0.50,0.50,0.50,0.75
presupuestos gratis reformas;2;5;3;20;6.34;http://www.redformas.es/;0.31;0.88;0.43;865000;0.14,0.14,0.14,0.14,0.28,0.28,0.43,0.71,0.14,0.99,0.56,0.28
precio cambiar cocina;2;0;0;20;0.25;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.31;0.03;0.64;60800000;0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.50,0.99,0.99
precio reformar cocina;6;10;4;50;3.02;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.30;0.40;0.90;2050000;0.71,0.99,0.56,0.71,0.56,0.99,0.71,0.71,0.71,0.56,0.99,0.99
precio alicatar baño;11;12;1;50;0.87;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.28;0.11;0.53;84000;0.56,0.44,0.33,0.44,0.44,0.78,0.44,0.78,0.99,0.33,0.44,0.44
presupuesto pintor;11;10;-1;50;2.80;http://blog.redformas.es/precio-pintar-casa/;0.28;0.35;0.70;742000;0.78,0.44,0.44,0.99,0.99,0.56,0.44,0.56,0.44,0.78,0.44,0.44
presupuesto cambiar ventanas;11;11;0;50;0.90;http://blog.redformas.es/precio-cambiar-ventanas/;0.28;0.11;0.79;490000;0.56,0.44,0.56,0.56,0.44,0.44,0.44,0.56,0.78,0.56,0.99,0.99
reforma barata;9;8;-1;70;1.88;http://blog.redformas.es/como-reformar-tu-casa-al-menor-coste/;0.25;0.21;0.66;2360000;0.28,0.28,0.41,0.18,0.41,0.65,0.99,0.82,0.53,0.41,0.41,0.28
reparar suelo laminado;9;9;0;70;0.60;http://blog.redformas.es/reparar-suelo-laminado/;0.25;0.06;0.27;29000;0.45,0.64,0.64,0.64,0.64,0.45,0.64,0.64,0.64,0.64,0.99,0.82
precio construccion piscina;10;10;0;70;1.35;http://blog.redformas.es/precio-construir-piscina/;0.25;0.15;0.91;777000;0.36,0.36,0.50,0.64,0.79,0.99,0.64,0.28,0.36,0.14,0.28,0.36
cuanto vale una cocina;4;4;0;30;0.15;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.25;0.01;0.22;2430000;0.80,0.40,0.40,0.80,0.80,0.40,0.40,0.40,0.99,0.60,0.60,0.80
reformas de cocinas precios;8;0;0;70;1.70;http://blog.redformas.es/reformar-cocina-precio/;0.25;0.19;0.86;627000;0.78,0.56,0.56,0.78,0.78,0.99,0.78,0.44,0.78,0.33,0.78,0.78
reformas de cocinas precios;9;0;0;70;1.70;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.25;0.19;0.86;627000;0.78,0.56,0.56,0.78,0.78,0.99,0.78,0.44,0.78,0.33,0.78,0.78
presupuesto tarima flotante;10;10;0;70;2.68;http://blog.redformas.es/precio-colocar-tarima-flotante/;0.25;0.30;0.77;307000;0.64,0.45,0.64,0.82,0.45,0.45,0.64,0.64,0.45,0.45,0.99,0.82
presupuesto cocina completa;8;8;0;70;1.06;http://blog.redformas.es/presupuesto-cocina-completa/;0.25;0.11;0.70;666000;0.24,0.28,0.41,0.41,0.28,0.28,0.18,0.18,0.28,0.82,0.99,0.53
precio cambiar ventanas;9;8;-1;70;0.81;http://blog.redformas.es/precio-cambiar-ventanas/;0.25;0.09;0.81;1180000;0.50,0.36,0.36,0.21,0.21,0.36,0.79,0.36,0.64,0.50,0.99,0.99
presupuesto gratis;4;4;0;30;1.34;http://www.redformas.es/pedir-presupuesto/;0.25;0.15;0.55;11800000;0.33,0.33,0.33,0.22,0.22,0.11,0.33,0.22,0.99,0.33,0.22,0.22
precio m2 alicatado baño;4;6;2;30;0.00;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.25;0.00;0.34;288000;0.50,0.50,0.50,0.50,0.75,0.75,0.99,0.50,0.75,0.50,0.99,0.50
de obras y reformas;6;5;-1;40;2.95;http://www.redformas.es/;0.24;0.31;0.87;576000;0.43,0.43,0.43,0.71,0.99,0.43,0.56,0.56,0.56,0.43,0.43,0.56
reparar parquet dañado;7;5;-2;50;1.28;http://blog.redformas.es/reparar-parquet-danado/;0.24;0.13;0.39;15000;0.28,0.14,0.14,0.36,0.64,0.99,0.79,0.14,0.14,0.07,0.21,0.14
pulir parquet precio;7;8;1;50;1.63;http://blog.redformas.es/precio-acuchillar-parquet/;0.24;0.17;0.85;602000;0.50,0.36,0.28,0.28,0.21,0.28,0.28,0.14,0.28,0.36,0.79,0.99
cuanto vale una cocina completa;5;5;0;40;0.36;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.24;0.03;0.37;477000;0.56,0.43,0.43,0.14,0.28,0.56,0.56,0.71,0.71,0.43,0.99,0.56
reparar parquet;13;16;3;210;1.48;http://blog.redformas.es/reparar-parquet-danado/;0.22;0.15;0.53;270000;0.81,0.53,0.81,0.66,0.53,0.81,0.66,0.66,0.81,0.66,0.99,0.81
ideas reformas;11;9;-2;40;1.33;http://blog.redformas.es/ideas-para-reformar-la-casa/;0.22;0.13;0.24;18500000;0.18,0.18,0.18,0.36,0.36,0.27,0.18,0.82,0.99,0.18,0.36,0.36
cuanto cuesta una reforma;11;13;2;40;1.02;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.22;0.10;0.36;892000;0.80,0.80,0.60,0.60,0.60,0.60,0.99,0.99,0.80,0.80,0.99,0.80
piscina precios;11;12;1;40;0.44;http://blog.redformas.es/precio-construir-piscina/;0.22;0.04;1.00;118000000;0.21,0.21,0.28,0.50,0.99,0.28,0.21,0.14,0.14,0.07,0.14,0.14
precio piscina;14;12;-2;260;1.06;http://blog.redformas.es/precio-construir-piscina/;0.22;0.10;1.00;182000000;0.44,0.44,0.54,0.81,0.99,0.99,0.54,0.44,0.28,0.28,0.35,0.44
piscina precio;12;12;0;140;0.98;http://blog.redformas.es/precio-construir-piscina/;0.22;0.09;1.00;185000000;0.42,0.54,0.65,0.99,0.99,0.81,0.42,0.19,0.19,0.15,0.27,0.35
precio pintar piso;12;12;0;140;1.53;http://blog.redformas.es/precio-pintar-casa/;0.22;0.15;0.64;520000;0.99,0.99,0.67,0.52,0.52,0.52,0.67,0.67,0.81,0.52,0.81,0.67
presupuesto reforma de baño;3;0;0;20;2.76;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.21;0.26;0.95;499000;0.99,0.50,0.99,0.99,0.99,0.50,0.50,0.99,0.50,0.50,0.50,0.99
reforma baño presupuesto;3;3;0;20;1.57;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.21;0.15;0.88;500000;0.25,0.50,0.50,0.50,0.25,0.25,0.25,0.99,0.75,0.25,0.50,0.25
precios reformas baños;3;5;2;20;1.83;http://blog.redformas.es/cual-es-el-precio-de-reformar-un-bano/;0.21;0.17;0.93;662000;0.28,0.14,0.99,0.28,0.14,0.28,0.14,0.28,0.28,0.28,0.43,0.56
reparar parquet flotante;3;1;-2;20;0.51;http://blog.redformas.es/reparar-tarima-flotante/;0.21;0.04;0.34;18000;0.25,0.50,0.50,0.50,0.75,0.75,0.25,0.25,0.99,0.25,0.75,0.50
presupuesto para reformar una cocina;3;0;0;20;2.29;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.21;0.22;0.82;505000;0.33,0.33,0.99,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.67,0.67
presupuestos profesionales;3;4;1;20;2.44;http://www.redformas.es/;0.21;0.23;0.59;26200000;0.33,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.33,0.99
precio reforma cocina completa;7;11;4;40;1.96;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.19;0.16;0.77;415000;0.71,0.99,0.56,0.56,0.43,0.56,0.71,0.56,0.71,0.28,0.43,0.43
cambiar parquet;7;8;1;40;1.00;http://blog.redformas.es/reparar-parquet-levantado/;0.19;0.08;0.63;524000;0.80,0.60,0.40,0.60,0.60,0.99,0.60,0.60,0.99,0.80,0.99,0.99
presupuesto pintar;9;7;-2;50;1.64;http://blog.redformas.es/precio-pintar-casa/;0.18;0.13;0.93;700000;0.14,0.14,0.07,0.99,0.64,0.21,0.21,0.21,0.28,0.36,0.28,0.36
precio cerramiento aluminio;10;10;0;50;1.57;http://blog.redformas.es/precio-cerrar-terraza/;0.18;0.12;0.84;389000;0.99,0.99,0.99,0.43,0.56,0.56,0.99,0.99,0.71,0.99,0.56,0.43
reformar cocina presupuesto;6;6;0;30;2.18;http://blog.redformas.es/cuanto-cuesta-reformar-una-cocina/;0.18;0.17;0.89;399000;0.18,0.18,0.09,0.18,0.27,0.18,0.27,0.09,0.18,0.36,0.99,0.45
precio metro cuadrado tarima flotante;5;5;0;30;1.54;http://blog.redformas.es/precio-colocar-tarima-flotante/;0.18;0.12;0.85;39000;0.75,0.25,0.50,0.25,0.50,0.25,0.75,0.99,0.75,0.50,0.99,0.99
reformas presupuestos;8;6;-2;50;3.66;http://www.redformas.es/;0.18;0.29;0.92;12500000;0.36,0.18,0.18,0.18,0.36,0.27,0.27,0.36,0.45,0.64,0.82,0.99
reparar parquet dañado;8;6;-2;50;1.28;http://blog.redformas.es/reparar-parquet-rayado/;0.18;0.10;0.39;15000;0.28,0.14,0.14,0.36,0.64,0.99,0.79,0.14,0.14,0.07,0.21,0.14
