Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
reformar cocina;10;12;2;720;1.77;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.07;0.41;0.84;12800000;0.72,0.59,0.59,0.48,0.48,0.59,0.59,0.59,0.72,0.72,0.99,0.99
colgar en pladur;1;1;0;40;0.00;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.06;0.00;0.03;75000;0.71,0.56,0.43,0.28,0.43,0.43,0.56,0.99,0.71,0.71,0.71,0.99
reparalia direct s.l telefono;1;1;0;40;0.02;http://www.reparalia.es/;0.06;0.00;0.10;0;0.99,0.99,0.71,0.43,0.71,0.56,0.43,0.56,0.43,0.43,0.28,0.28
telefono de reparalia;1;1;0;40;0.30;http://www.reparalia.es/;0.06;0.06;0.17;63000;0.99,0.60,0.60,0.80,0.80,0.40,0.80,0.60,0.80,0.60,0.80,0.99
reforma cocina;9;0;0;590;1.91;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.06;0.36;0.79;18800000;0.55,0.55,0.55,0.44,0.55,0.55,0.55,0.55,0.67,0.55,0.82,0.99
grifo monomando;11;12;1;320;0.51;http://www.reparalia.es/blog/2014/11/21/como-cambiar-un-grifo-monomando/;0.05;0.08;0.71;328000;0.54,0.44,0.54,0.44,0.44,0.54,0.54,0.54,0.67,0.67,0.99,0.81
desatascar fregadero;13;13;0;1600;2.00;http://www.reparalia.es/blog/2014/04/01/como-usar-el-desatascador-y-evitar-atascos-en-tuberias/;0.05;0.31;0.65;56000;0.16,0.16,0.44,0.53,0.44,0.20,0.28,0.67,0.81,0.99,0.53,0.24
boletin de instalacion electrica;2;2;0;110;5.04;http://www.reparalia.es/blog/2014/04/29/que-es-el-boletin-electrico-o-certificado-de-instalacion-electrica/;0.05;0.77;0.70;67000;0.43,0.24,0.67,0.67,0.67,0.43,0.43,0.99,0.67,0.33,0.33,0.33
reforma de cocina sin obras;1;1;0;30;2.22;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.05;0.33;0.70;303000;0.80,0.80,0.20,0.20,0.20,0.20,0.40,0.60,0.40,0.40,0.80,0.99
tipos de persianas;5;7;2;260;1.31;http://www.reparalia.es/blog/2014/11/27/9-tipos-de-persianas-para-decorar-tu-hogar/;0.04;0.18;0.42;728000;0.81,0.81,0.81,0.81,0.81,0.81,0.99,0.81,0.81,0.66,0.81,0.81
endesa atencion cliente;14;13;-1;1600;0.51;http://www.reparalia.es/conocenos/atencion-al-cliente;0.04;0.06;0.07;62000;0.66,0.34,0.66,0.83,0.55,0.20,0.99,0.99,0.30,0.20,0.55,0.45
reparalia direct endesa;3;3;0;110;0.12;http://www.reparalia.es/conocenos/atencion-al-cliente;0.03;0.01;0.08;0;0.19,0.65,0.27,0.08,0.08,0.08,0.54,0.42,0.65,0.99,0.65,0.54
colgar tv en pared de pladur;1;1;0;20;0.00;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.03;0.00;0.13;12000;0.40,0.40,0.60,0.20,0.40,0.40,0.80,0.40,0.40,0.20,0.60,0.99
reparalia franquicia;3;6;3;90;0.36;http://www.reparalia.es/;0.02;0.03;0.77;1000;0.36,0.99,0.99,0.50,0.79,0.64,0.99,0.79,0.64,0.28,0.36,0.36
reparalia direct endesa;4;2;-2;110;0.12;http://www.reparalia.es/;0.02;0.00;0.08;0;0.19,0.65,0.27,0.08,0.08,0.08,0.54,0.42,0.65,0.99,0.65,0.54
atencion al cliente endesa;19;0;0;2400;0.13;http://www.reparalia.es/conocenos/atencion-al-cliente;0.02;0.01;0.13;61000;0.81,0.67,0.53,0.67,0.67,0.53,0.67,0.81,0.81,0.81,0.99,0.99
como reformar una cocina;6;6;0;140;1.07;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.02;0.08;0.68;13000000;0.53,0.65,0.53,0.65,0.65,0.82,0.65,0.82,0.99,0.65,0.99,0.99
reforma de cocina;7;9;2;170;3.03;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.02;0.22;0.81;17900000;0.81,0.67,0.67,0.67,0.67,0.81,0.81,0.67,0.67,0.67,0.99,0.99
boletin de instalaciones electricas;2;3;1;50;5.87;http://www.reparalia.es/blog/2014/04/29/que-es-el-boletin-electrico-o-certificado-de-instalacion-electrica/;0.02;0.41;0.66;581000;0.99,0.99,0.56,0.44,0.33,0.33,0.33,0.33,0.33,0.33,0.78,0.44
cocinas de obra;13;18;5;720;0.24;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.02;0.01;0.31;924000;0.82,0.67,0.67,0.55,0.67,0.67,0.82,0.67,0.82,0.67,0.99,0.82
reparar electrodomesticos;7;0;0;140;2.31;http://www.reparalia.es/electrodomesticos;0.02;0.13;0.70;428000;0.99,0.52,0.43,0.43,0.43,0.33,0.67,0.52,0.67,0.67,0.81,0.67
reparar tarima flotante;5;10;5;110;1.68;http://www.reparalia.es/blog/2014/12/05/como-reparar-una-tarima-flotante-que-hace-ruido-al-pisar/;0.01;0.09;0.41;46000;0.64,0.64,0.79,0.64,0.50,0.79,0.64,0.79,0.79,0.50,0.99,0.79
reparaciones de hogar;2;2;0;40;0.32;http://www.reparalia.es/;0.01;0.01;0.51;1090000;0.60,0.80,0.99,0.60,0.40,0.40,0.60,0.60,0.99,0.99,0.40,0.80
reparalia direct s.l telefono;2;2;0;40;0.02;http://www.reparalia.es/conocenos/atencion-al-cliente;0.01;0.00;0.10;0;0.99,0.99,0.71,0.43,0.71,0.56,0.43,0.56,0.43,0.43,0.28,0.28
boletín eléctrico;2;2;0;40;2.92;http://www.reparalia.es/blog/2014/04/29/que-es-el-boletin-electrico-o-certificado-de-instalacion-electrica/;0.01;0.16;0.72;2280000;0.60,0.60,0.40,0.60,0.60,0.99,0.99,0.80,0.80,0.80,0.80,0.60
telefono de reparalia;2;2;0;40;0.30;http://www.reparalia.es/conocenos/atencion-al-cliente;0.01;0.01;0.17;63000;0.99,0.60,0.60,0.80,0.80,0.40,0.80,0.60,0.80,0.60,0.80,0.99
certificado de instalaciones electricas;2;2;0;40;0.69;http://www.reparalia.es/blog/2014/04/29/que-es-el-boletin-electrico-o-certificado-de-instalacion-electrica/;0.01;0.03;0.51;846000;0.43,0.28,0.56,0.28,0.56,0.43,0.71,0.99,0.71,0.56,0.56,0.56
caritas valencia;16;16;0;1000;0.65;http://www.reparalia.es/blog/2015/01/27/una-reforma-solidaria-el-centro-manantial-de-caritas-valencia/;0.01;0.03;0.19;539000;0.77,0.68,0.77,0.68,0.68,0.45,0.77,0.99,0.99,0.99,0.77,0.77
reparacion mamparas de baño;1;0;0;10;0.51;https://www.reparalia.es/fontaneros/reparar_mampara_de_bano;0.01;0.02;0.80;324000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.99
reparalia sl;1;0;0;10;0.00;http://www.reparalia.es/;0.01;0.00;0.01;102000;0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50
espejos pequeños;11;10;-1;90;0.22;http://www.reparalia.es/blog/2015/02/24/5-efectos-especiales-con-espejos-para-agrandar-tus-espacios-pequenos/;0.01;0.01;0.60;1070000;0.28,0.41,0.41,0.28,0.28,0.53,0.65,0.65,0.65,0.65,0.82,0.99
pared pladur;9;7;-2;140;0.18;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.01;0.00;0.12;356000;0.82,0.82,0.65,0.65,0.65,0.65,0.65,0.82,0.99,0.82,0.99,0.82
tendencias interiorismo;2;4;2;30;0.26;http://www.reparalia.es/blog/2015/01/21/las-5-tendencias-de-interiorismo-y-decoracion-para-2015/;0.01;0.01;0.39;1010000;0.28,0.14,0.28,0.28,0.28,0.43,0.71,0.56,0.28,0.28,0.99,0.56
soporte tv pladur;3;3;0;40;0.61;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.01;0.02;0.42;28000;0.56,0.43,0.56,0.28,0.28,0.43,0.99,0.71,0.56,0.56,0.71,0.56
atencion cliente endesa;17;18;1;880;0.20;http://www.reparalia.es/conocenos/atencion-al-cliente;0.01;0.00;0.15;62000;0.68,0.55,0.68,0.55,0.68,0.45,0.55,0.68,0.68,0.77,0.77,0.99
endesa telefono atencion al cliente;17;18;1;880;0.88;http://www.reparalia.es/conocenos/atencion-al-cliente;0.01;0.03;0.18;15000;0.55,0.37,0.99,0.81,0.37,0.30,0.99,0.55,0.37,0.24,0.45,0.62
fontaneros urgentes madrid;8;9;1;110;13.69;http://www.reparalia.es/fontaneros;0.01;0.48;1.00;356000;0.81,0.99,0.81,0.65,0.42,0.15,0.35,0.42,0.42,0.19,0.19,0.12
reformar la cocina;10;10;0;110;1.67;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.01;0.05;0.81;12900000;0.79,0.64,0.64,0.64,0.50,0.99,0.99,0.99,0.79,0.64,0.79,0.99
pintores alicante;11;10;-1;70;0.85;http://www.reparalia.es/pintores/alicante;0.01;0.03;0.72;556000;0.45,0.45,0.45,0.27,0.82,0.36,0.45,0.64,0.82,0.45,0.99,0.99
cerrajeros huelva;13;8;-5;320;2.85;http://www.reparalia.es/cerrajeros/huelva;0.01;0.08;0.64;480000;0.15,0.15,0.12,0.07,0.67,0.99,0.19,0.36,0.99,0.82,0.82,0.36
fontaneros burgos;7;6;-1;70;1.66;http://www.reparalia.es/fontaneros/burgos;0.01;0.05;0.55;409000;0.36,0.36,0.45,0.36,0.64,0.36,0.64,0.64,0.99,0.36,0.99,0.64
parquetista;7;5;-2;70;0.71;http://www.reparalia.es/reparar_parquet;0.01;0.02;0.59;47000;0.99,0.78,0.78,0.56,0.78,0.56,0.56,0.78,0.78,0.56,0.78,0.99
arreglar cerradura puerta;4;3;-1;40;0.00;http://www.reparalia.es/blog/2014/04/23/problemas-con-la-cerradura-te-ensenamos-6-trucos-para-resolverlos/;0.01;0.00;0.32;163000;0.20,0.20,0.40,0.60,0.80,0.60,0.99,0.99,0.60,0.80,0.99,0.99
fontanero urgente;7;6;-1;70;5.24;http://www.reparalia.es/fontaneros;0.01;0.15;0.98;371000;0.19,0.19,0.14,0.14,0.19,0.19,0.33,0.33,0.33,0.19,0.24,0.99
reparaciones en el hogar;4;6;2;40;0.60;http://www.reparalia.es/;0.01;0.01;0.68;1100000;0.56,0.22,0.56,0.44,0.33,0.33,0.22,0.56,0.99,0.33,0.33,0.44
precio certificado instalacion electrica;3;2;-1;30;0.85;http://www.reparalia.es/blog/2014/04/29/que-es-el-boletin-electrico-o-certificado-de-instalacion-electrica/;0.00;0.02;0.64;124000;0.75,0.25,0.50,0.50,0.50,0.50,0.50,0.75,0.99,0.75,0.99,0.50
trabaja con nosotros valencia;20;0;0;880;0.00;http://www.reparalia.es/conocenos/trabaja-en-reparalia;0.00;0.00;0.05;1100000;0.72,0.88,0.88,0.99,0.59,0.32,0.88,0.99,0.99,0.59,0.99,0.72
certificado instalaciones electricas;2;2;0;20;0.81;http://www.reparalia.es/blog/2014/04/29/que-es-el-boletin-electrico-o-certificado-de-instalacion-electrica/;0.00;0.02;0.44;781000;0.75,0.25,0.50,0.25,0.25,0.25,0.75,0.99,0.75,0.50,0.75,0.75
reparalia empleo;2;2;0;20;0.05;http://www.reparalia.es/conocenos/trabaja-en-reparalia;0.00;0.00;0.21;26000;0.99,0.80,0.20,0.20,0.20,0.20,0.40,0.40,0.20,0.20,0.40,0.40
electricistas tarragona;6;5;-1;50;4.51;http://www.reparalia.es/electricistas/tarragona;0.00;0.12;0.80;474000;0.99,0.99,0.36,0.21,0.28,0.50,0.36,0.36,0.14,0.28,0.28,0.21
presupuesto pintores;6;6;0;50;2.08;http://www.reparalia.es/pintores;0.00;0.05;0.77;504000;0.28,0.21,0.28,0.50,0.99,0.50,0.14,0.28,0.28,0.36,0.50,0.36
reformas sin obras;6;4;-2;50;2.22;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.00;0.05;0.81;655000;0.99,0.71,0.71,0.43,0.43,0.71,0.99,0.99,0.71,0.43,0.99,0.99
albañiles;15;19;4;480;1.84;http://www.reparalia.es/albaniles;0.00;0.04;0.62;983000;0.54,0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.82,0.67,0.99
colgar muebles en pladur;11;16;5;50;0.00;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.00;0.00;0.03;51000;0.22,0.33,0.33,0.44,0.99,0.78,0.78,0.78,0.78,0.22,0.56,0.44
fontaneros en granada;11;0;0;50;2.86;http://www.reparalia.es/fontaneros;0.00;0.07;0.68;475000;0.78,0.99,0.22,0.78,0.56,0.44,0.44,0.56,0.78,0.78,0.99,0.78
reparar persiana;13;13;0;260;2.97;http://www.reparalia.es/reparar_persianas;0.00;0.07;0.56;255000;0.99,0.81,0.81,0.81,0.99,0.99,0.81,0.81,0.99,0.99,0.99,0.99
certificado de instalacion;4;3;-1;30;0.03;http://www.reparalia.es/blog/2014/04/29/que-es-el-boletin-electrico-o-certificado-de-instalacion-electrica/;0.00;0.00;0.20;715000;0.75,0.50,0.50,0.75,0.50,0.25,0.50,0.99,0.75,0.25,0.75,0.75
tambor persiana;4;3;-1;30;0.50;http://www.reparalia.es/blog/2014/11/14/video-consejo-ahorro-como-aislar-el-tambor-de-tu-persiana-del-frio/;0.00;0.01;0.56;88000;0.50,0.75,0.50,0.75,0.99,0.99,0.50,0.75,0.99,0.75,0.99,0.75
franquicia reparalia;4;5;1;30;0.33;http://www.reparalia.es/;0.00;0.00;0.71;1000;0.60,0.80,0.80,0.40,0.60,0.40,0.40,0.80,0.40,0.40,0.99,0.60
electricistas en cordoba;10;10;0;70;2.98;http://www.reparalia.es/electricistas/cordoba;0.00;0.06;0.73;409000;0.18,0.12,0.12,0.12,0.12,0.82,0.28,0.53,0.99,0.41,0.41,0.41
caja de persiana;7;7;0;50;0.49;http://www.reparalia.es/blog/2014/11/14/video-consejo-ahorro-como-aislar-el-tambor-de-tu-persiana-del-frio/;0.00;0.01;0.26;433000;0.56,0.56,0.78,0.56,0.33,0.44,0.56,0.56,0.99,0.78,0.78,0.78
la caja en casa;16;0;0;390;0.00;http://www.reparalia.es/blog/2014/08/09/como-elegir-la-caja-fuerte-ideal-para-aumentar-la-seguridad-de-tu-hogar/;0.00;0.00;0.00;18100000;0.54,0.81,0.81,0.67,0.67,0.67,0.81,0.99,0.99,0.99,0.99,0.81
carpinteros;16;0;0;390;0.77;http://www.reparalia.es/carpinteros;0.00;0.01;0.50;1050000;0.99,0.54,0.66,0.54,0.66,0.54,0.66,0.66,0.66,0.66,0.81,0.81
trucos para el hogar;13;15;2;210;0.77;http://www.reparalia.es/blog/2015/01/13/10-super-trucos-rapidos-de-limpieza-para-tu-hogar/;0.00;0.01;0.04;593000;0.65,0.65,0.65,0.54,0.81,0.81,0.99,0.81,0.99,0.65,0.99,0.99
endesa atencion al cliente 91;11;11;0;40;0.00;http://www.reparalia.es/conocenos/atencion-al-cliente;0.00;0.00;0.07;11000;0.27,0.64,0.18,0.18,0.36,0.99,0.99,0.36,0.09,0.09,0.09,0.09
fontaneros coruña;12;13;1;140;2.70;http://www.reparalia.es/fontaneros/a_coruna;0.00;0.05;0.92;435000;0.22,0.22,0.16,0.16,0.22,0.22,0.66,0.53,0.44,0.44,0.99,0.53
fontaneros urgentes;3;5;2;20;7.00;http://www.reparalia.es/fontaneros;0.00;0.13;1.00;474000;0.80,0.60,0.40,0.20,0.60,0.40,0.20,0.40,0.40,0.20,0.40,0.99
paredes de pladur;18;15;-3;590;0.53;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.00;0.01;0.15;478000;0.82,0.55,0.67,0.55,0.55,0.67,0.67,0.67,0.82,0.55,0.99,0.99
peso pladur;7;7;0;40;0.36;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.00;0.00;0.02;178000;0.80,0.60,0.60,0.80,0.60,0.40,0.80,0.99,0.80,0.60,0.99,0.80
correos trabaja con nosotros;13;16;3;170;0.19;http://www.reparalia.es/conocenos/trabaja-en-reparalia;0.00;0.00;0.16;785000;0.44,0.28,0.44,0.53,0.44,0.44,0.53,0.81,0.53,0.44,0.99,0.66
pintores en alicante;10;9;-1;50;0.87;http://www.reparalia.es/pintores/alicante;0.00;0.01;0.85;589000;0.71,0.71,0.99,0.71,0.99,0.71,0.99,0.56,0.71,0.28,0.56,0.56
cerrajeros en huelva;8;8;0;50;5.28;http://www.reparalia.es/cerrajeros/huelva;0.00;0.08;0.85;484000;0.36,0.50,0.36,0.21,0.21,0.14,0.21,0.28,0.36,0.14,0.99,0.64
caja persiana;8;8;0;50;0.00;http://www.reparalia.es/blog/2014/11/14/video-consejo-ahorro-como-aislar-el-tambor-de-tu-persiana-del-frio/;0.00;0.00;0.24;731000;0.56,0.56,0.56,0.56,0.33,0.56,0.78,0.56,0.78,0.56,0.56,0.99
persianas albacete;10;10;0;50;0.03;http://www.reparalia.es/reparar_persianas/albacete;0.00;0.00;0.56;810000;0.78,0.44,0.78,0.56,0.78,0.56,0.78,0.99,0.56,0.22,0.33,0.33
tipos de persiana;5;6;1;30;2.37;http://www.reparalia.es/blog/2014/11/27/9-tipos-de-persianas-para-decorar-tu-hogar/;0.00;0.03;0.34;704000;0.50,0.75,0.50,0.75,0.99,0.75,0.99,0.75,0.99,0.75,0.99,0.99
reformar cocinas;9;9;0;50;1.98;http://www.reparalia.es/blog/2014/06/13/reforma-tu-cocina-sin-hacer-obra/;0.00;0.03;0.84;465000;0.71,0.56,0.71,0.43,0.56,0.56,0.56,0.43,0.71,0.71,0.99,0.99
pladur pared;6;6;0;30;0.00;http://www.reparalia.es/blog/2014/06/18/puedo-colgar-cosas-pesadas-de-una-pared-de-pladur/;0.00;0.00;0.07;350000;0.71,0.28,0.43,0.28,0.28,0.71,0.28,0.28,0.43,0.99,0.56,0.43
todo reparaciones;5;8;3;30;1.06;http://www.reparalia.es/;0.00;0.01;0.15;19300000;0.40,0.20,0.40,0.20,0.20,0.20,0.60,0.80,0.99,0.40,0.60,0.60
presupuesto pintura;12;12;0;110;1.73;http://www.reparalia.es/pintores;0.00;0.02;0.75;2130000;0.99,0.67,0.67,0.52,0.67,0.52,0.67,0.52,0.52,0.43,0.43,0.52
limpieza en el hogar;11;8;-3;30;1.68;http://www.reparalia.es/blog/2015/01/13/10-super-trucos-rapidos-de-limpieza-para-tu-hogar/;0.00;0.02;0.75;22600000;0.67,0.67,0.67,0.33,0.67,0.67,0.99,0.99,0.99,0.99,0.67,0.99
sitges provincia;11;0;0;30;0.00;http://www.reparalia.es/pintores/sitges;0.00;0.00;0.12;581000;0.25,0.50,0.75,0.75,0.50,0.99,0.50,0.99,0.50,0.75,0.99,0.99
pintores de huelva;11;10;-1;30;0.00;http://www.reparalia.es/pintores/huelva;0.00;0.00;0.22;1720000;0.18,0.27,0.27,0.18,0.18,0.18,0.18,0.27,0.18,0.27,0.27,0.99
arreglar pestillo puerta;4;5;1;20;0.00;http://www.reparalia.es/blog/2014/04/23/problemas-con-la-cerradura-te-ensenamos-6-trucos-para-resolverlos/;0.00;0.00;0.15;44000;0.50,0.25,0.25,0.50,0.50,0.50,0.75,0.50,0.50,0.99,0.25,0.75
seguros reparalia direct s.l;2;0;0;10;0.80;http://www.reparalia.es/;0.00;0.01;0.21;28000;0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.33,0.33,0.33
