Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
cerrajeria madrid;11;9;-2;320;23.11;http://www.cerrajerosmadridd24horas.com/cerrajeria-madrid/;0.82;0.80;0.93;479000;0.99,0.82,0.67,0.82,0.99,0.67,0.82,0.99,0.82,0.99,0.99,0.82
cerrajerias madrid;3;3;0;140;16.13;http://www.cerrajerosmadridd24horas.com/;0.69;0.47;0.93;495000;0.13,0.10,0.67,0.99,0.28,0.10,0.28,0.18,0.28,0.23,0.28,0.23
salamanca 24 h;13;13;0;1300;0.00;http://www.cerrajerosmadridd24horas.com/cerrajeros-barrio-de-salamanca-24-horas-madrid/;0.64;0.00;0.00;1110000;0.81,0.62,0.81,0.99,0.62,0.62,0.81,0.81,0.81,0.81,0.81,0.81
cerrajeros baratos;5;6;1;210;11.08;http://www.cerrajerosmadridd24horas.com/;0.57;0.27;0.90;520000;0.28,0.19,0.19,0.15,0.24,0.12,0.24,0.19,0.12,0.19,0.28,0.99
cerrajeros 24 h;1;1;0;20;18.57;http://www.cerrajerosmadridd24horas.com/;0.51;0.40;1.00;698000;0.99,0.33,0.67,0.67,0.33,0.99,0.67,0.33,0.99,0.33,0.33,0.33
cerrajero 24 h;1;8;7;20;4.26;http://www.cerrajerosmadridd24horas.com/;0.51;0.09;0.97;803000;0.25,0.25,0.99,0.75,0.25,0.50,0.25,0.75,0.25,0.75,0.50,0.50
cerrajero madrid 24 horas;2;0;0;70;19.87;http://www.cerrajerosmadridd24horas.com/;0.49;0.42;0.95;235000;0.99,0.64,0.45,0.36,0.36,0.64,0.45,0.99,0.64,0.82,0.64,0.64
cerrajeros madrid baratos;5;5;0;170;27.08;http://www.cerrajerosmadridd24horas.com/;0.46;0.53;0.80;63000;0.44,0.99,0.66,0.53,0.34,0.28,0.34,0.44,0.34,0.66,0.66,0.28
cerrajero urgente madrid;6;6;0;170;50.09;http://www.cerrajerosmadridd24horas.com/;0.46;0.98;0.90;125000;0.99,0.66,0.53,0.44,0.44,0.44,0.53,0.81,0.28,0.28,0.34,0.44
cerrajeros de madrid;3;3;0;90;10.17;http://www.cerrajerosmadridd24horas.com/;0.44;0.19;0.76;729000;0.99,0.24,0.33,0.33,0.33,0.24,0.19,0.81,0.67,0.14,0.33,0.52
cerrajeros 24h;3;2;-1;90;12.05;http://www.cerrajerosmadridd24horas.com/;0.44;0.22;0.88;378000;0.64,0.36,0.64,0.50,0.64,0.50,0.99,0.64,0.50,0.64,0.50,0.50
cerrajeros de urgencia madrid;4;4;0;110;24.04;http://www.cerrajerosmadridd24horas.com/;0.42;0.43;0.94;94000;0.22,0.28,0.16,0.12,0.16,0.28,0.99,0.66,0.53,0.22,0.22,0.22
cerrajero en madrid;4;4;0;110;19.82;http://www.cerrajerosmadridd24horas.com/;0.42;0.35;0.99;414000;0.43,0.33,0.99,0.33,0.33,0.19,0.43,0.81,0.67,0.43,0.52,0.99
cerrajero barato;5;6;1;140;12.75;http://www.cerrajerosmadridd24horas.com/;0.38;0.20;0.92;473000;0.18,0.13,0.23,0.18,0.23,0.54,0.54,0.54,0.36,0.44,0.36,0.99
cerrajeros aluche;2;2;0;50;0.00;http://www.cerrajerosmadridd24horas.com/cerrajeros-aluche-24-horas-madrid/;0.35;0.00;0.94;22000;0.36,0.36,0.99,0.50,0.50,0.28,0.21,0.28,0.36,0.28,0.36,0.21
cerrajeria 24 horas;3;4;1;70;13.04;http://www.cerrajerosmadridd24horas.com/;0.34;0.19;0.86;787000;0.99,0.56,0.44,0.78,0.78,0.56,0.56,0.56,0.78,0.56,0.99,0.78
cerrajero madrid barato;4;0;0;70;22.26;http://www.cerrajerosmadridd24horas.com/;0.26;0.25;0.90;86000;0.50,0.36,0.36,0.50,0.50,0.64,0.99,0.64,0.36,0.50,0.79,0.50
cerrajeros economicos madrid;3;3;0;50;15.79;http://www.cerrajerosmadridd24horas.com/;0.24;0.16;0.88;167000;0.99,0.53,0.18,0.24,0.28,0.18,0.18,0.18,0.06,0.18,0.12,0.18
cerrajeros madrid economicos 24;3;0;0;50;0.00;http://www.cerrajerosmadridd24horas.com/;0.24;0.00;0.94;264000;0.82,0.99,0.45,0.36,0.36,0.27,0.27,0.36,0.36,0.36,0.36,0.09
cerrajeros coslada;3;3;0;50;22.77;http://www.cerrajerosmadridd24horas.com/cerrajeros-coslada-24-horas-madrid/;0.24;0.23;0.91;105000;0.78,0.33,0.99,0.78,0.78,0.44,0.56,0.78,0.56,0.56,0.22,0.33
cerrajeros baratos en madrid;5;0;0;70;14.60;http://www.cerrajerosmadridd24horas.com/;0.19;0.11;0.93;218000;0.82,0.99,0.82,0.82,0.36,0.45,0.45,0.27,0.36,0.27,0.45,0.45
cerrajeros alcorcon;10;10;0;110;30.17;http://www.cerrajerosmadridd24horas.com/cerrajeros-alcorcon-24-horas-madrid/;0.18;0.23;0.81;83000;0.99,0.82,0.82,0.53,0.53,0.41,0.82,0.82,0.65,0.53,0.53,0.65
cerrajeros de urgencia;7;7;0;70;14.86;http://www.cerrajerosmadridd24horas.com/;0.15;0.09;0.93;455000;0.78,0.78,0.33,0.44,0.56,0.56,0.99,0.99,0.78,0.56,0.56,0.56
cerrajeros vallecas;8;10;2;90;37.27;http://www.cerrajerosmadridd24horas.com/cerrajeros-puente-de-vallecas-24-horas-madrid/;0.14;0.23;0.71;56000;0.41,0.28,0.53,0.28,0.99,0.53,0.41,0.82,0.41,0.41,0.41,0.82
cerrajero economico madrid;3;5;2;30;25.83;http://www.cerrajerosmadridd24horas.com/;0.14;0.16;0.91;71000;0.99,0.71,0.43,0.43,0.28,0.43,0.28,0.43,0.43,0.28,0.28,0.28
cerrajero economico;10;11;1;70;25.70;http://www.cerrajerosmadridd24horas.com/;0.11;0.12;0.89;435000;0.18,0.18,0.18,0.18,0.18,0.65,0.99,0.82,0.41,0.41,0.41,0.41
cerrajeros de urgencias;5;6;1;40;14.94;http://www.cerrajerosmadridd24horas.com/;0.10;0.06;0.91;454000;0.56,0.56,0.22,0.22,0.22,0.44,0.99,0.11,0.44,0.44,0.22,0.56
cerrajeros atocha;8;0;0;50;0.00;http://www.cerrajerosmadridd24horas.com/cerrajeros-atocha-24-horas-madrid/;0.08;0.00;0.86;29000;0.71,0.43,0.99,0.56,0.71,0.43,0.71,0.71,0.99,0.56,0.43,0.56
cerragero;5;8;3;30;13.42;http://www.cerrajerosmadridd24horas.com/;0.08;0.04;0.77;808000;0.50,0.50,0.75,0.25,0.75,0.50,0.50,0.75,0.99,0.99,0.75,0.75
cerrajeros pozuelo;11;10;-1;30;28.47;http://www.cerrajerosmadridd24horas.com/cerrajeros-pozuelo-de-alarcon-24-horas-madrid/;0.07;0.09;0.95;115000;0.75,0.75,0.50,0.75,0.50,0.25,0.75,0.50,0.99,0.75,0.75,0.50
servicio cerrajeria 24 horas;2;2;0;10;0.00;http://www.cerrajerosmadridd24horas.com/;0.07;0.00;0.76;822000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
cerrajeros urgencia;2;2;0;10;33.63;http://www.cerrajerosmadridd24horas.com/;0.07;0.10;0.84;454000;0.33,0.67,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
cerrajero 24h;13;12;-1;140;16.63;http://www.cerrajerosmadridd24horas.com/;0.06;0.04;0.78;830000;0.42,0.27,0.42,0.54,0.35,0.42,0.42,0.81,0.65,0.81,0.81,0.99
cerrajeros urgencias;5;0;0;20;22.71;http://www.cerrajerosmadridd24horas.com/;0.05;0.05;0.98;416000;0.75,0.25,0.99,0.75,0.50,0.25,0.75,0.75,0.50,0.50,0.50,0.50
24 horas madrid;13;17;4;110;0.90;http://www.cerrajerosmadridd24horas.com/;0.05;0.00;0.21;20700000;0.53,0.82,0.82,0.65,0.53,0.41,0.65,0.99,0.65,0.82,0.53,0.65
cerrajería madrid;9;8;-1;30;39.69;http://www.cerrajerosmadridd24horas.com/;0.04;0.08;0.87;468000;0.71,0.43,0.14,0.28,0.14,0.28,0.71,0.99,0.43,0.56,0.28,0.43
cerrajeros pozuelo de alarcon;10;10;0;30;57.16;http://www.cerrajerosmadridd24horas.com/cerrajeros-pozuelo-de-alarcon-24-horas-madrid/;0.04;0.11;1.00;38000;0.60,0.40,0.80,0.60,0.99,0.80,0.99,0.99,0.20,0.20,0.20,0.20
servicio de cerrajeria 24 horas;3;2;-1;10;0.00;http://www.cerrajerosmadridd24horas.com/;0.04;0.00;0.74;873000;0.00,0.00,0.50,0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99
cerrajeros leganes;17;18;1;170;37.10;http://www.cerrajerosmadridd24horas.com/;0.03;0.05;0.78;75000;0.65,0.81,0.81,0.81,0.65,0.35,0.99,0.99,0.65,0.42,0.35,0.42
servicios de cerrajeria;6;7;1;10;14.33;http://www.cerrajerosmadridd24horas.com/;0.02;0.01;0.70;1160000;0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
cerrajeria en madrid;16;17;1;90;4.01;http://www.cerrajerosmadridd24horas.com/;0.02;0.00;0.97;479000;0.82,0.99,0.64,0.45,0.99,0.45,0.82,0.99,0.45,0.45,0.45,0.99
cerrajeros san sebastian de los reyes;17;18;1;90;21.66;http://www.cerrajerosmadridd24horas.com/cerrajeros-san-sebastian-de-los-reyes-24-horas-madrid/;0.01;0.01;0.85;53000;0.24,0.24,0.43,0.14,0.67,0.99,0.99,0.33,0.33,0.24,0.24,0.19
cerrajeros las rozas;17;18;1;90;35.15;http://www.cerrajerosmadridd24horas.com/cerrajeros-las-rozas-24-horas-madrid/;0.01;0.02;0.92;115000;0.99,0.65,0.65,0.65,0.53,0.28,0.53,0.53,0.41,0.41,0.41,0.41
cerrajero de urgencias;10;0;0;10;0.00;http://www.cerrajerosmadridd24horas.com/;0.01;0.00;0.96;485000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.50
cerrajeros en alcorcon;15;11;-4;50;24.75;http://www.cerrajerosmadridd24horas.com/cerrajeros-alcorcon-24-horas-madrid/;0.01;0.01;0.92;81000;0.18,0.09,0.45,0.99,0.45,0.36,0.45,0.45,0.18,0.64,0.18,0.45
cerrajeros en alcorcon;16;0;0;50;24.75;http://www.cerrajerosmadridd24horas.com/blog/cerrajeros-en-alcorcon/;0.01;0.01;0.92;81000;0.18,0.09,0.45,0.99,0.45,0.36,0.45,0.45,0.18,0.64,0.18,0.45
cerrajeros salamanca 24 horas;16;16;0;40;17.73;http://www.cerrajerosmadridd24horas.com/cerrajeros-barrio-de-salamanca-24-horas-madrid/;0.01;0.00;0.73;183000;0.71,0.43,0.14,0.14,0.28,0.71,0.56,0.99,0.71,0.56,0.43,0.71
cerrajero leganes;17;19;2;30;29.83;http://www.cerrajerosmadridd24horas.com/;0.00;0.00;0.85;22000;0.99,0.56,0.43,0.56,0.28,0.28,0.56,0.43,0.28,0.43,0.28,0.28
cerrajero urgencias;20;0;0;40;27.45;http://www.cerrajerosmadridd24horas.com/;0.00;0.00;0.97;448000;0.60,0.60,0.60,0.40,0.99,0.99,0.60,0.99,0.80,0.80,0.99,0.60
madrid en 24 horas;17;14;-3;20;0.00;http://www.cerrajerosmadridd24horas.com/;0.00;0.00;0.10;22300000;0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.99,0.67,0.67,0.67,0.67
cerrajeros urgente;18;19;1;20;4.88;http://www.cerrajerosmadridd24horas.com/;0.00;0.00;0.98;412000;0.25,0.75,0.75,0.50,0.25,0.99,0.25,0.50,0.50,0.25,0.50,0.25
