Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
kitres;8;8;0;3600;0.00;http://www.habitissimo.es/http-www-kitres-com-cgi-bin-dbsearch-displaylist-cgi-dbsearch-search-txt-field-11-string-vestuarios;0.18;0.00;0.01;25000;0.99,0.81,0.99,0.81,0.81,0.81,0.99,0.99,0.81,0.99,0.99,0.81
reforma baños;1;1;0;210;2.62;http://fotos.habitissimo.es/reformas-banos;0.16;0.40;0.84;12800000;0.99,0.81,0.81,0.65,0.54,0.65,0.99,0.81,0.81,0.54,0.65,0.99
decoracion de chimeneas;1;1;0;210;0.63;http://fotos.habitissimo.es/chimeneas;0.16;0.09;0.60;586000;0.54,0.28,0.44,0.36,0.36,0.36,0.54,0.82,0.99,0.67,0.99,0.82
puertas de garaje automaticas precios;1;1;0;210;0.70;http://precio.habitissimo.es/puertas-garaje;0.16;0.10;0.97;182000;0.66,0.34,0.44,0.44,0.66,0.99,0.99,0.81,0.53,0.66,0.99,0.81
carpinteria de aluminio precios;1;1;0;210;1.59;http://precio.habitissimo.es/carpinteria-aluminio;0.16;0.24;0.96;454000;0.81,0.66,0.66,0.44,0.53,0.81,0.81,0.99,0.81,0.53,0.53,0.66
cuanto cuesta pintar un piso;1;1;0;210;1.05;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-pintar-interior-vivienda;0.16;0.16;0.50;107000;0.65,0.81,0.81,0.99,0.99,0.99,0.99,0.81,0.81,0.54,0.81,0.99
aluminio o pvc;1;2;1;210;0.63;http://preguntas.habitissimo.es/pregunta/cambiar-ventanas-por-aluminio-o-pvc;0.16;0.09;0.44;1840000;0.54,0.44,0.44,0.44,0.44,0.36,0.54,0.67,0.67,0.54,0.67,0.99
marcas de frigorificos;1;1;0;210;0.41;http://www.habitissimo.es/marcas/frigorificos;0.16;0.06;0.76;461000;0.53,0.53,0.53,0.66,0.99,0.81,0.81,0.53,0.66,0.53,0.66,0.53
marcas de sofas;1;1;0;210;0.32;http://www.habitissimo.es/marcas/sofas;0.16;0.04;0.63;539000;0.81,0.65,0.65,0.65,0.65,0.81,0.81,0.65,0.81,0.65,0.81,0.99
fotos de baños;2;3;1;720;0.28;http://fotos.habitissimo.es/reformas-banos;0.15;0.04;0.35;63400000;0.99,0.99,0.82,0.82,0.67,0.67,0.99,0.82,0.99,0.82,0.99,0.99
halcon ceramicas;2;2;0;720;0.00;http://www.habitissimo.es/grupo-halcon-ceramicas;0.15;0.00;0.00;189000;0.82,0.67,0.82,0.82,0.82,0.55,0.82,0.82,0.82,0.67,0.82,0.99
traber;4;4;0;1300;0.00;http://www.habitissimo.es/traber-obras-sl;0.15;0.00;0.01;572000;0.99,0.99,0.99,0.99,0.99,0.81,0.99,0.81,0.62,0.30,0.45,0.37
muebles la fabrica;16;16;0;18100;0.38;http://www.habitissimo.es/muebles-la-fabrica-madrid-majadahonda;0.15;0.05;0.16;615000;0.55,0.45,0.45,0.45,0.55,0.55,0.55,0.55,0.67,0.55,0.99,0.82
tarima flotante precios;3;2;-1;1000;1.19;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante;0.15;0.16;0.89;367000;0.46,0.38,0.68,0.68,0.53,0.25,0.46,0.46,0.84,0.38,0.68,0.99
puertas uniarte;3;2;-1;1000;0.46;http://www.habitissimo.es/presupuestos/puertas-uniarte;0.15;0.06;0.41;32000;0.99,0.77,0.77,0.77,0.68,0.55,0.77,0.77,0.77,0.55,0.77,0.99
brico marian;11;11;0;1900;0.00;http://www.habitissimo.es/t-brico-marian-len;0.15;0.00;0.00;43000;0.99,0.79,0.99,0.79,0.79,0.79,0.99,0.99,0.99,0.79,0.79,0.79
puertas blancas;11;10;-1;1900;0.72;http://preguntas.habitissimo.es/pregunta/que-puertas-me-recomendais-le-iria-bien-en-color-blanco;0.15;0.10;0.79;2390000;0.66,0.55,0.55,0.55,0.55,0.55,0.66,0.66,0.66,0.55,0.83,0.99
tifon muebles;9;9;0;2900;0.31;http://www.habitissimo.es/dormitorios-tifon-hipermueble_s;0.14;0.04;0.07;55000;0.44,0.30,0.30,0.35,0.44,0.81,0.67,0.44,0.81,0.35,0.99,0.81
grespania;8;8;0;2900;0.00;http://www.habitissimo.es/grespania/distribuidores/madrid;0.14;0.00;0.00;512000;0.99,0.81,0.99,0.81,0.81,0.67,0.81,0.99,0.81,0.67,0.81,0.99
vitalnet;18;17;-1;27100;2.12;http://www.habitissimo.es/lavanderias-vital-net;0.13;0.27;0.00;90000;0.99,0.82,0.82,0.82,0.82,0.67,0.67,0.67,0.67,0.82,0.67,0.67
tapizar sofa;6;6;0;1600;0.27;http://www.habitissimo.es/presupuestos/tapizar-sofa;0.13;0.03;0.66;209000;0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79
uniarte;6;7;1;1600;0.03;http://www.habitissimo.es/uniarte;0.13;0.00;0.03;96000;0.99,0.84,0.84,0.84,0.84,0.53,0.84,0.99,0.99,0.68,0.84,0.99
uniarte;5;6;1;1600;0.03;http://www.habitissimo.es/presupuestos/puertas-uniarte;0.13;0.00;0.03;96000;0.99,0.84,0.84,0.84,0.84,0.53,0.84,0.99,0.99,0.68,0.84,0.99
pintores en valencia;6;6;0;1600;1.64;http://precio.habitissimo.es/pintores/valencia;0.13;0.20;0.31;483000;0.34,0.66,0.66,0.30,0.17,0.25,0.34,0.30,0.99,0.83,0.83,0.55
ideal standard;5;5;0;1600;0.61;http://www.habitissimo.es/ideal-standard;0.13;0.07;0.07;80700000;0.99,0.81,0.99,0.81,0.99,0.62,0.99,0.99,0.99,0.81,0.99,0.99
sala de cine en casa;1;1;0;170;0.00;http://www.habitissimo.es/ideas/12-cines-alucinantes-para-tener-en-casa;0.13;0.00;0.04;3400000;0.65,0.54,0.54,0.42,0.54,0.81,0.65,0.99,0.99,0.81,0.81,0.65
sofas marcas;1;1;0;170;0.30;http://www.habitissimo.es/marcas/sofas;0.13;0.03;0.74;540000;0.81,0.65,0.65,0.65,0.81,0.81,0.99,0.99,0.99,0.65,0.19,0.27
reforma de cocina;1;3;2;170;3.03;http://fotos.habitissimo.es/reformas-cocinas;0.13;0.38;0.81;17900000;0.81,0.67,0.67,0.67,0.67,0.81,0.81,0.67,0.67,0.67,0.99,0.99
marcas de muebles;1;1;0;170;0.31;http://www.habitissimo.es/marcas/muebles;0.13;0.03;0.45;9580000;0.65,0.65,0.65,0.54,0.54,0.54,0.65,0.81,0.65,0.65,0.99,0.81
presupuesto pintar piso;1;1;0;170;1.81;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-pintar-interior-vivienda;0.13;0.22;0.73;411000;0.99,0.81,0.81,0.42,0.65,0.54,0.65,0.81,0.54,0.65,0.81,0.65
reforma baño precio;1;1;0;170;2.11;http://precio.habitissimo.es/reformas-banos;0.13;0.26;0.87;7900000;0.66,0.53,0.34,0.22,0.66,0.53,0.53,0.28,0.53,0.66,0.99,0.81
imagenes de cortinas;1;1;0;170;0.69;http://fotos.habitissimo.es/cortinas;0.13;0.08;0.15;801000;0.99,0.65,0.65,0.65,0.42,0.54,0.65,0.65,0.81,0.54,0.81,0.81
marcas de sanitarios;1;1;0;170;0.52;http://www.habitissimo.es/marcas/sanitarios;0.13;0.06;0.25;1320000;0.99,0.81,0.81,0.81,0.67,0.81,0.81,0.99,0.99,0.67,0.81,0.99
marcas aire acondicionado;1;1;0;170;0.00;http://www.habitissimo.es/marcas/aire-acondicionado;0.13;0.00;0.09;16300000;0.44,0.44,0.53,0.66,0.99,0.53,0.44,0.44,0.34,0.34,0.44,0.81
marcas de calderas;1;1;0;170;2.36;http://www.habitissimo.es/marcas/caldera;0.13;0.29;0.62;1060000;0.65,0.54,0.54,0.54,0.54,0.42,0.65,0.81,0.99,0.81,0.81,0.81
marcas colchones;1;1;0;170;0.49;http://www.habitissimo.es/marcas/colchones;0.13;0.06;0.78;1160000;0.99,0.82,0.82,0.82,0.82,0.99,0.99,0.82,0.99,0.65,0.99,0.99
imagenes de chimeneas;1;1;0;170;0.11;http://fotos.habitissimo.es/chimeneas;0.13;0.01;0.11;521000;0.54,0.28,0.23,0.23,0.23,0.28,0.18,0.28,0.82,0.99,0.82,0.82
marcas de calderas de gas;1;1;0;170;2.44;http://www.habitissimo.es/marcas/caldera;0.13;0.30;0.87;508000;0.66,0.34,0.44,0.28,0.28,0.28,0.53,0.66,0.99,0.81,0.99,0.81
marcas de aire acondicionado;1;1;0;170;1.03;http://www.habitissimo.es/marcas/aire-acondicionado;0.13;0.13;0.39;16400000;0.54,0.42,0.81,0.99,0.99,0.65,0.65,0.42,0.54,0.54,0.65,0.65
alisar paredes;3;3;0;880;1.14;http://preguntas.habitissimo.es/pregunta/cuanto-cuesta-alisar-paredes;0.13;0.14;0.51;524000;0.99,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.99,0.72,0.88,0.99
reformar baño;3;3;0;880;1.78;http://precio.habitissimo.es/reformas-banos;0.13;0.22;0.82;12500000;0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99
construccion de piscinas en madrid;2;3;1;590;2.47;http://precio.habitissimo.es/construccion-piscinas/madrid;0.12;0.29;0.68;458000;0.37,0.20,0.24,0.24,0.45,0.24,0.20,0.20,0.20,0.99,0.99,0.45
reforma cocina;2;2;0;590;1.91;http://fotos.habitissimo.es/reformas-cocinas;0.12;0.23;0.79;18800000;0.55,0.55,0.55,0.44,0.55,0.55,0.55,0.55,0.67,0.55,0.82,0.99
precio tarima flotante;2;3;1;590;1.09;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante;0.12;0.13;0.84;441000;0.67,0.55,0.55,0.55,0.55,0.55,0.55,0.67,0.82,0.67,0.99,0.82
casas prefabricadas precios y fotos;7;7;0;1900;0.21;http://precio.habitissimo.es/construccion-casas-prefabricadas;0.12;0.02;0.61;526000;0.67,0.67,0.67,0.54,0.79,0.79,0.79,0.79,0.67,0.54,0.99,0.99
pergo;10;10;0;2400;0.30;http://www.habitissimo.es/pergo;0.12;0.03;0.24;1480000;0.83,0.66,0.83,0.83,0.66,0.55,0.83,0.83,0.83,0.66,0.83,0.99
leroy merlin valladolid;10;10;0;2400;0.19;http://www.habitissimo.es/leroy-merlin-valladolid;0.12;0.02;0.01;247000;0.66,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.99,0.83,0.83,0.66
pintar azulejos;9;12;3;2400;0.40;http://preguntas.habitissimo.es/pregunta/pintar-azulejos-de-bano;0.12;0.04;0.17;579000;0.83,0.66,0.66,0.83,0.83,0.83,0.83,0.83,0.99,0.66,0.99,0.99
moblerone;12;13;1;5400;0.25;http://www.habitissimo.es/dormitorios-moblerone_s;0.11;0.02;0.06;56000;0.99,0.67,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.67,0.99,0.82
presupuesto construccion casa;1;2;1;140;0.90;http://www.habitissimo.es/presupuestos/construccion-casas;0.11;0.09;0.87;620000;0.82,0.65,0.99,0.65,0.65,0.82,0.99,0.65,0.65,0.65,0.82,0.82
ideas cortinas;1;1;0;140;1.09;http://fotos.habitissimo.es/cortinas;0.11;0.11;0.17;529000;0.67,0.52,0.52,0.52,0.43,0.67,0.67,0.81,0.81,0.52,0.99,0.81
marcas de pintura;1;1;0;140;0.27;http://www.habitissimo.es/marcas/pintura;0.11;0.02;0.18;11400000;0.81,0.81,0.99,0.67,0.67,0.52,0.67,0.81,0.81,0.52,0.67,0.67
cerramiento de aluminio;1;1;0;140;1.61;http://www.habitissimo.es/presupuestos/cerramiento-aluminio;0.11;0.16;0.83;835000;0.99,0.81,0.81,0.67,0.24,0.33,0.52,0.43,0.67,0.52,0.67,0.43
fotos hormigon impreso;1;1;0;140;1.62;http://fotos.habitissimo.es/hormigon-impreso;0.11;0.16;0.73;176000;0.81,0.81,0.81,0.81,0.67,0.43,0.52,0.67,0.52,0.33,0.43,0.99
presupuesto reformas;1;1;0;140;4.65;http://www.habitissimo.es/presupuestos/reformas;0.11;0.48;0.80;23200000;0.82,0.82,0.65,0.99,0.82,0.82,0.65,0.82,0.65,0.53,0.65,0.82
muebles de pladur para salon;1;1;0;140;0.28;http://fotos.habitissimo.es/pladur;0.11;0.02;0.39;132000;0.22,0.16,0.53,0.66,0.34,0.34,0.34,0.28,0.22,0.22,0.81,0.99
fotos de cocinas blancas;1;1;0;140;0.00;http://fotos.habitissimo.es/muebles-cocina;0.11;0.00;0.25;1080000;0.33,0.24,0.52,0.43,0.67,0.43,0.52,0.52,0.81,0.81,0.99,0.67
reformar el baño;1;1;0;140;1.70;http://fotos.habitissimo.es/reformas-banos;0.11;0.17;0.83;13200000;0.54,0.54,0.54,0.54,0.42,0.54,0.54,0.54,0.65,0.27,0.65,0.99
precio pintar piso;1;1;0;140;1.53;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-pintar-interior-vivienda;0.11;0.15;0.64;520000;0.99,0.99,0.67,0.52,0.52,0.52,0.67,0.67,0.81,0.52,0.81,0.67
chimeneas decoracion;1;1;0;140;0.33;http://fotos.habitissimo.es/chimeneas;0.11;0.03;0.64;585000;0.52,0.33,0.33,0.24,0.33,0.52,0.52,0.99,0.81,0.99,0.81,0.81
pladur precio;5;5;0;1300;0.54;http://precio.habitissimo.es/pladur;0.10;0.05;0.21;474000;0.30,0.42,0.79,0.67,0.54,0.20,0.79,0.79,0.99,0.42,0.37,0.54
tecni recambio;5;6;1;1300;0.09;http://www.habitissimo.es/tecni-recambio;0.10;0.00;0.14;20000;0.99,0.62,0.81,0.62,0.62,0.55,0.81,0.81,0.81,0.81,0.81,0.81
reformar cocina;3;3;0;720;1.77;http://fotos.habitissimo.es/reformas-cocinas;0.10;0.18;0.84;12800000;0.72,0.59,0.59,0.48,0.48,0.59,0.59,0.59,0.72,0.72,0.99,0.99
halcon ceramicas;3;3;0;720;0.00;http://www.habitissimo.es/grupo-halcon-ceramicas/catalogos;0.10;0.00;0.00;189000;0.82,0.67,0.82,0.82,0.82,0.55,0.82,0.82,0.82,0.67,0.82,0.99
muebles de pladur;3;2;-1;720;0.56;http://fotos.habitissimo.es/pladur;0.10;0.05;0.21;455000;0.82,0.67,0.67,0.67,0.67,0.67,0.82,0.99,0.99,0.67,0.99,0.82
tapizar sofa;7;7;0;1600;0.27;http://precio.habitissimo.es/tapizar-sofa;0.10;0.02;0.66;209000;0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79
tejados de pizarra;2;2;0;480;2.02;http://preguntas.habitissimo.es/pregunta/colocar-pizarra-o-teja-en-el-tejado;0.10;0.19;0.80;349000;0.99,0.54,0.82,0.36,0.44,0.54,0.54,0.54,0.67,0.99,0.54,0.82
hormigon impreso tarragona;2;2;0;480;1.03;http://www.habitissimo.es/presupuestos/hormigon-impreso/tarragona;0.10;0.10;0.91;62000;0.14,0.07,0.09,0.21,0.32,0.72,0.99,0.99,0.39,0.26,0.88,0.88
reformas de casas;2;2;0;480;2.18;http://fotos.habitissimo.es/reformas-viviendas;0.10;0.21;0.89;19500000;0.82,0.67,0.67,0.54,0.54,0.54,0.67,0.54,0.67,0.67,0.82,0.99
gres catalan;2;2;0;480;0.06;http://www.habitissimo.es/gres-catalan;0.10;0.00;0.03;235000;0.99,0.99,0.99,0.81,0.81,0.66,0.81,0.99,0.81,0.66,0.81,0.81
vestidores modernos;2;2;0;480;0.40;http://fotos.habitissimo.es/foto/vestidores-modernos_154651;0.10;0.03;0.27;668000;0.82,0.82,0.36,0.24,0.36,0.55,0.99,0.55,0.44,0.24,0.67,0.55
cuanto cuesta tapizar un sofa;2;2;0;480;0.21;http://precio.habitissimo.es/tapiceros;0.10;0.02;0.52;6000;0.67,0.44,0.54,0.54,0.44,0.44,0.67,0.67,0.82,0.67,0.99,0.82
reforma baño;4;2;-2;880;2.25;http://fotos.habitissimo.es/reformas-banos;0.10;0.21;0.76;14900000;0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.55,0.68,0.55,0.77,0.99
