Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
cierres de aluminio;9;8;-1;320;1.03;http://www.hazmeprecio.com/presupuesto/cierres-de-aluminio/malaga;0.57;0.40;0.50;769000;0.66,0.54,0.54,0.36,0.36,0.44,0.54,0.54,0.54,0.66,0.81,0.99
presupuesto reforma;10;10;0;320;4.00;http://www.hazmeprecio.com/;0.57;1.57;0.91;39600000;0.99,0.66,0.54,0.54,0.44,0.28,0.44,0.54,0.66,0.54,0.66,0.54
precio mantenimiento extintores;1;0;0;20;1.82;http://www.hazmeprecio.com/presupuesto/mantenimiento-extintores;0.56;0.70;0.82;383000;0.50,0.50,0.50,0.50,0.50,0.25,0.75,0.50,0.50,0.75,0.99,0.50
cuanto cuesta hacer una chimenea;1;1;0;20;0.38;http://www.hazmeprecio.com/presupuesto/construir-chimenea;0.56;0.14;0.48;141000;0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99
presupuesto pintar piso;5;6;1;170;1.81;http://www.hazmeprecio.com/presupuesto/pintar-piso;0.51;0.63;0.73;411000;0.99,0.81,0.81,0.42,0.65,0.54,0.65,0.81,0.54,0.65,0.81,0.65
precio ventanas climalit;7;5;-2;210;0.61;http://www.hazmeprecio.com/presupuesto/ventanas-climalit;0.50;0.21;0.80;452000;0.35,0.23,0.23,0.23,0.19,0.19,0.28,0.28,0.54,0.67,0.99,0.81
paredes de pladur precios;3;2;-1;90;0.43;http://www.hazmeprecio.com/presupuesto/paredes-de-pladur;0.48;0.14;0.21;310000;0.65,0.24,0.41,0.28,0.24,0.24,0.53,0.41,0.65,0.65,0.99,0.82
cuanto cuesta poner parquet;3;3;0;90;0.81;http://www.hazmeprecio.com/presupuesto/poner-parquet;0.48;0.26;0.56;18000;0.24,0.24,0.28,0.28,0.28,0.41,0.41,0.65,0.65,0.65,0.99,0.82
geotermia precio;11;11;0;170;0.98;http://www.hazmeprecio.com/presupuesto/calefaccion-geotermica;0.48;0.32;0.85;159000;0.81,0.22,0.28,0.66,0.22,0.34,0.34,0.44,0.81,0.66,0.66,0.99
rejas para ventanas precios;8;7;-1;260;0.68;http://www.hazmeprecio.com/presupuesto/rejas-ventanas;0.46;0.21;0.86;458000;0.28,0.66,0.99,0.36,0.19,0.19,0.54,0.54,0.66,0.44,0.19,0.24
silestone precio m2;9;8;-1;260;0.35;http://www.hazmeprecio.com/presupuesto/encimera-silestone;0.46;0.11;0.35;129000;0.81,0.66,0.99,0.99,0.66,0.66,0.81,0.81,0.66,0.53,0.81,0.66
presupuesto reforma baño;10;9;-1;260;1.89;http://www.hazmeprecio.com/presupuesto/reforma-ba%C3%B1o;0.46;0.60;0.87;503000;0.82,0.67,0.67,0.67,0.99,0.54,0.67,0.67,0.67,0.67,0.82,0.67
presupuestos reformas;9;9;0;260;4.38;http://www.hazmeprecio.com/;0.46;1.40;0.86;11800000;0.99,0.81,0.99,0.99,0.53,0.53,0.81,0.99,0.81,0.66,0.81,0.81
precio bloque de hormigon 40x20x20;4;7;3;110;1.22;http://www.hazmeprecio.com/presupuesto/bloques-de-hormigon;0.46;0.38;0.15;3000;0.42,0.99,0.65,0.42,0.35,0.35,0.35,0.35,0.35,0.27,0.27,0.42
precio tabique pladur;4;3;-1;110;0.53;http://www.hazmeprecio.com/presupuesto/tabique-pladur;0.46;0.16;0.24;64000;0.99,0.79,0.50,0.50,0.64,0.64,0.50,0.50,0.99,0.99,0.99,0.99
acristalar terraza;6;5;-1;140;1.52;http://www.hazmeprecio.com/presupuesto/acristalar-terraza;0.42;0.43;0.81;21000;0.44,0.34,0.22,0.28,0.28,0.34,0.22,0.34,0.44,0.44,0.99,0.99
presupuesto obra;5;5;0;140;1.88;http://www.hazmeprecio.com/presupuesto/obra;0.42;0.54;0.73;43400000;0.65,0.65,0.82,0.99,0.82,0.53,0.82,0.82,0.82,0.65,0.99,0.82
hormigon pulido precio;11;11;0;140;1.75;http://www.hazmeprecio.com/presupuesto/hormigon-pulido;0.39;0.47;0.86;90000;0.81,0.81,0.99,0.81,0.99,0.81,0.24,0.24,0.52,0.52,0.67,0.81
cerramiento de aluminio;11;12;1;140;1.61;http://www.hazmeprecio.com/presupuesto/cerramiento-aluminio;0.39;0.43;0.83;835000;0.99,0.81,0.81,0.67,0.24,0.33,0.52,0.43,0.67,0.52,0.67,0.43
presupuestos para reformas;11;10;-1;140;3.52;http://www.hazmeprecio.com/;0.39;0.95;0.64;11000000;0.43,0.19,0.33,0.67,0.99,0.52,0.52,0.81,0.67,0.67,0.99,0.81
pergolas de aluminio precios;11;10;-1;140;0.75;http://www.hazmeprecio.com/presupuesto/pergola-aluminio;0.39;0.20;0.87;251000;0.81,0.65,0.99,0.65,0.99,0.65,0.19,0.15,0.42,0.35,0.54,0.42
hormigon impreso cantabria;11;12;1;140;2.22;http://www.hazmeprecio.com/presupuesto/hormigon-impreso/cantabria;0.39;0.59;0.60;60000;0.44,0.34,0.34,0.22,0.66,0.66,0.99,0.44,0.34,0.34,0.34,0.44
armarios de aluminio;11;12;1;140;0.60;http://www.hazmeprecio.com/presupuesto/armarios-aluminio;0.39;0.16;0.74;2810000;0.65,0.65,0.53,0.65,0.82,0.82,0.99,0.99,0.82,0.53,0.82,0.99
vallado de parcelas;2;2;0;50;0.51;http://www.hazmeprecio.com/presupuesto/vallar-parcela;0.39;0.13;0.71;397000;0.99,0.71,0.99,0.99,0.99,0.71,0.43,0.56,0.56,0.43,0.43,0.28
vallado de fincas precio;2;2;0;50;0.28;http://www.hazmeprecio.com/presupuesto/vallar-finca;0.39;0.07;0.67;218000;0.18,0.36,0.45,0.27,0.18,0.27,0.45,0.36,0.82,0.64,0.99,0.82
cmi casas modulares;2;4;2;50;0.64;http://www.hazmeprecio.com/empresa/cmi-casas-modulares;0.39;0.17;0.46;1000;0.12,0.15,0.15,0.19,0.15,0.99,0.19,0.19,0.15,0.12,0.15,0.12
puertas blindadas barcelona;10;9;-1;210;4.09;http://www.hazmeprecio.com/presupuesto/puertas-blindadas/barcelona;0.37;1.05;0.85;319000;0.81,0.53,0.66,0.66,0.81,0.53,0.81,0.53,0.66,0.66,0.81,0.99
poner tarima flotante precio;3;3;0;70;1.06;http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante;0.37;0.27;0.84;143000;0.50,0.28,0.36,0.28,0.28,0.21,0.21,0.36,0.99,0.50,0.64,0.50
precio m2 hormigon pulido;3;3;0;70;1.39;http://www.hazmeprecio.com/presupuesto/hormigon-pulido;0.37;0.35;0.78;43000;0.99,0.44,0.78,0.56,0.78,0.78,0.78,0.78,0.78,0.78,0.99,0.99
techos de pladur precios;3;6;3;70;0.59;http://www.hazmeprecio.com/presupuesto/techo-de-pladur;0.37;0.15;0.28;310000;0.82,0.27,0.64,0.64,0.82,0.64,0.64,0.64,0.82,0.64,0.82,0.99
armarios a medida precios;10;9;-1;210;0.55;http://www.hazmeprecio.com/presupuesto/armarios-a-medida;0.37;0.14;0.90;604000;0.44,0.36,0.44,0.36,0.44,0.44,0.44,0.67,0.54,0.67,0.99,0.82
presupuestos reformas online;3;3;0;70;4.49;http://www.hazmeprecio.com/;0.37;1.16;0.75;643000;0.99,0.41,0.65,0.53,0.18,0.06,0.24,0.24,0.18,0.24,0.28,0.24
cerramientos de aluminio precios;4;4;0;90;1.33;http://www.hazmeprecio.com/presupuesto/cerramiento-aluminio;0.37;0.34;0.89;447000;0.65,0.53,0.28,0.28,0.65,0.41,0.41,0.41,0.82,0.53,0.99,0.53
cuanto cuesta poner tarima flotante;3;3;0;70;1.82;http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante;0.37;0.47;0.64;7000;0.19,0.10,0.19,0.24,0.24,0.24,0.24,0.33,0.52,0.52,0.99,0.67
pavimento impreso tarragona;12;12;0;480;0.96;http://www.hazmeprecio.com/presupuesto/hormigon-impreso/tarragona;0.37;0.24;0.95;51000;0.04,0.01,0.02,0.05,0.11,0.68,0.68,0.99,0.37,0.25,0.68,0.99
precio lacar puertas;7;9;2;140;0.56;http://www.hazmeprecio.com/presupuesto/lacar-puertas;0.33;0.12;0.44;129000;0.67,0.67,0.81,0.52,0.52,0.67,0.52,0.81,0.99,0.81,0.81,0.67
lacar puertas en blanco precio;5;5;0;110;0.94;http://www.hazmeprecio.com/presupuesto/lacar-puertas;0.33;0.21;0.67;71000;0.23,0.19,0.19,0.10,0.19,0.19,0.23,0.28,0.99,0.15,0.19,0.15
presupuesto pintura;5;5;0;110;1.73;http://www.hazmeprecio.com/presupuesto/pintura;0.33;0.39;0.75;2130000;0.99,0.67,0.67,0.52,0.67,0.52,0.67,0.52,0.52,0.43,0.43,0.52
toldos urca;5;2;-3;110;1.08;http://www.hazmeprecio.com/empresa/toldos-urca;0.33;0.24;0.20;13000;0.42,0.54,0.54,0.99,0.54,0.35,0.35,0.42,0.27,0.27,0.27,0.35
presupuestos pintura;2;3;1;40;2.02;http://www.hazmeprecio.com/presupuesto/pintura;0.31;0.43;0.85;1090000;0.99,0.43,0.56,0.56,0.99,0.43,0.56,0.56,0.71,0.28,0.56,0.71
precio colocacion tarima flotante;2;3;1;40;1.36;http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante;0.31;0.29;0.81;73000;0.22,0.33,0.33,0.56,0.44,0.33,0.22,0.33,0.78,0.33,0.44,0.99
cierre de aluminio;2;2;0;40;0.47;http://www.hazmeprecio.com/presupuesto/cierre-de-aluminio;0.31;0.10;0.34;1300000;0.43,0.56,0.56,0.71,0.56,0.28,0.43,0.71,0.71,0.43,0.71,0.99
cuanto cuesta instalar un aire acondicionado;2;2;0;40;0.82;http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado;0.31;0.17;0.65;153000;0.56,0.99,0.99,0.71,0.56,0.56,0.99,0.43,0.28,0.14,0.14,0.28
vestidores precios;11;11;0;110;0.41;http://www.hazmeprecio.com/presupuesto/hacer-vestidor;0.31;0.08;0.74;476000;0.65,0.41,0.82,0.65,0.99,0.41,0.65,0.65,0.65,0.53,0.99,0.65
precio parquet m2;11;11;0;110;0.88;http://www.hazmeprecio.com/presupuesto/poner-parquet;0.31;0.18;0.70;3370000;0.99,0.65,0.53,0.28,0.28,0.18,0.65,0.99,0.82,0.82,0.82,0.41
precio paves;10;9;-1;170;0.04;http://www.hazmeprecio.com/presupuesto/pared-de-paves;0.30;0.00;0.14;82000;0.99,0.99,0.81,0.67,0.81,0.67,0.99,0.81,0.99,0.81,0.99,0.81
contraventanas de aluminio;10;10;0;170;1.04;http://www.hazmeprecio.com/presupuesto/contraventanas;0.30;0.21;0.67;247000;0.28,0.28,0.23,0.23,0.36,0.23,0.54,0.36,0.82,0.99,0.54,0.44
precio m2 pladur;10;9;-1;170;0.84;http://www.hazmeprecio.com/presupuesto/poner-pladur;0.30;0.17;0.12;289000;0.99,0.67,0.81,0.67,0.67,0.52,0.67,0.81,0.81,0.81,0.99,0.99
instalacion aire acondicionado precio;8;8;0;170;1.84;http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado;0.30;0.38;0.88;731000;0.53,0.53,0.99,0.99,0.81,0.53,0.44,0.22,0.28,0.22,0.34,0.44
ventanas climalit precios;8;8;0;170;0.62;http://www.hazmeprecio.com/presupuesto/ventanas-climalit;0.30;0.12;0.80;360000;0.66,0.66,0.81,0.44,0.28,0.22,0.44,0.66,0.99,0.66,0.53,0.81
cerramientos de terrazas precios;8;8;0;170;1.91;http://www.hazmeprecio.com/presupuesto/cerramiento-terraza;0.30;0.39;0.93;240000;0.81,0.99,0.81,0.54,0.15,0.54,0.65,0.27,0.42,0.42,0.81,0.99
hormigon impreso castellon;9;11;2;170;1.81;http://www.hazmeprecio.com/presupuesto/hormigon-impreso/castellon;0.30;0.37;0.68;36000;0.54,0.35,0.35,0.81,0.99,0.65,0.42,0.99,0.81,0.42,0.42,0.54
presupuestos de reformas;12;13;1;390;4.58;http://www.hazmeprecio.com/;0.30;0.95;0.86;11900000;0.81,0.99,0.66,0.54,0.44,0.44,0.66,0.66,0.66,0.66,0.44,0.44
cuanto cuesta reformar un piso;12;19;7;390;2.15;http://www.hazmeprecio.com/presupuesto/reforma-integral-piso;0.30;0.44;0.72;42000;0.66,0.44,0.36,0.36,0.44,0.54,0.66,0.66,0.66,0.66,0.99,0.81
presupuestos obras online;1;2;1;10;1.96;http://www.hazmeprecio.com/presupuesto/obra;0.28;0.37;0.99;603000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.00,0.50,0.50
techos de aluminio precios;3;4;1;50;0.56;http://www.hazmeprecio.com/presupuesto/techo-de-aluminio;0.27;0.10;0.88;576000;0.44,0.22,0.56,0.78,0.99,0.56,0.56,0.33,0.22,0.22,0.33,0.56
precio metro cuadrado pladur;6;5;-1;90;0.66;http://www.hazmeprecio.com/presupuesto/poner-pladur;0.27;0.12;0.14;43000;0.99,0.64,0.64,0.64,0.36,0.64,0.64,0.45,0.82,0.82,0.99,0.99
cuanto cuesta amueblar una cocina;5;5;0;90;0.30;http://www.hazmeprecio.com/presupuesto/amueblar-cocina;0.27;0.05;0.65;25000;0.64,0.50,0.64,0.50,0.36,0.64,0.50,0.50,0.64,0.50,0.79,0.99
precio suelo radiante m2;5;5;0;90;0.44;http://www.hazmeprecio.com/presupuesto/suelo-radiante;0.27;0.08;0.83;255000;0.33,0.24,0.24,0.19,0.19,0.14,0.43,0.67,0.81,0.81,0.99,0.52
canalones sotillos;3;4;1;50;1.11;http://www.hazmeprecio.com/empresa/impermeabilizaciones-y-canalones-sotillos-sl;0.27;0.20;0.43;1000;0.56,0.71,0.43,0.43,0.71,0.43,0.99,0.99,0.99,0.71,0.56,0.43
puertas blindadas barcelona precios;3;2;-1;50;2.18;http://www.hazmeprecio.com/presupuesto/puertas-blindadas/barcelona;0.27;0.40;0.94;66000;0.78,0.56,0.99,0.22,0.44,0.33,0.56,0.99,0.56,0.33,0.33,0.44
presupuesto fontaneria;3;3;0;50;1.12;http://www.hazmeprecio.com/presupuesto/fontaneria;0.27;0.20;0.78;391000;0.99,0.71,0.56,0.71,0.71,0.56,0.71,0.71,0.71,0.71,0.71,0.71
presupuesto parquet;5;5;0;90;1.22;http://www.hazmeprecio.com/presupuesto/parquet;0.27;0.22;0.85;471000;0.99,0.79,0.50,0.36,0.50,0.36,0.64,0.50,0.64,0.64,0.99,0.79
presupuesto de pintura;7;7;0;110;1.88;http://www.hazmeprecio.com/presupuesto/pintura;0.26;0.33;0.75;2150000;0.99,0.82,0.82,0.65,0.65,0.53,0.53,0.53,0.65,0.28,0.53,0.65
hormigon impreso tarragona;13;13;0;480;1.03;http://www.hazmeprecio.com/presupuesto/hormigon-impreso/tarragona;0.25;0.18;0.91;62000;0.14,0.07,0.09,0.21,0.32,0.72,0.99,0.99,0.39,0.26,0.88,0.88
precio construccion m2;11;10;-1;90;0.33;http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar;0.25;0.05;0.35;8460000;0.99,0.82,0.82,0.65,0.41,0.12,0.24,0.53,0.41,0.28,0.65,0.65
precio instalacion calefaccion;11;12;1;90;3.20;http://www.hazmeprecio.com/presupuesto/instalacion-calefaccion;0.25;0.55;0.92;457000;0.27,0.19,0.15,0.12,0.19,0.15,0.12,0.19,0.65,0.54,0.81,0.99
presupuesto construccion casa;9;10;1;140;0.90;http://www.hazmeprecio.com/presupuesto/construccion-casa;0.25;0.15;0.87;620000;0.82,0.65,0.99,0.65,0.65,0.82,0.99,0.65,0.65,0.65,0.82,0.82
presupuesto instalacion electrica;10;11;1;140;2.04;http://www.hazmeprecio.com/presupuesto/instalacion-electrica;0.25;0.35;0.47;279000;0.99,0.43,0.67,0.67,0.81,0.33,0.43,0.67,0.43,0.52,0.81,0.81
cuanto cuesta construir un chalet;9;9;0;140;0.51;http://www.hazmeprecio.com/presupuesto/construir-chalet;0.25;0.08;0.62;45000;0.81,0.99,0.52,0.52,0.33,0.81,0.99,0.81,0.52,0.24,0.81,0.99
pladur castellon;8;8;0;140;0.72;http://www.hazmeprecio.com/presupuesto/pladur/castellon;0.25;0.12;0.05;184000;0.02,0.05,0.03,0.01,0.01,0.01,0.01,0.55,0.99,0.12,0.08,0.03
rejas de aluminio;9;0;0;140;0.55;http://www.hazmeprecio.com/presupuesto/rejas-aluminio;0.25;0.09;0.52;651000;0.53,0.65,0.99,0.82,0.82,0.99,0.82,0.99,0.65,0.53,0.99,0.65
vestir armarios;10;9;-1;140;0.71;http://www.hazmeprecio.com/presupuesto/vestir-armarios;0.25;0.12;0.73;455000;0.99,0.99,0.65,0.82,0.99,0.82,0.82,0.82,0.99,0.53,0.99,0.65
pladur precio m2;9;10;1;140;0.28;http://www.hazmeprecio.com/presupuesto/poner-pladur;0.25;0.04;0.16;290000;0.67,0.67,0.52,0.52,0.33,0.19,0.43,0.81,0.43,0.81,0.99,0.67
rotular furgoneta;9;9;0;140;1.19;http://www.hazmeprecio.com/presupuesto/rotular-vehiculos;0.25;0.20;0.88;14000;0.52,0.52,0.67,0.52,0.52,0.67,0.81,0.81,0.81,0.67,0.81,0.99
precio cerramiento terraza;9;9;0;140;1.61;http://www.hazmeprecio.com/presupuesto/cerramiento-terraza;0.25;0.27;0.88;365000;0.43,0.33,0.43,0.43,0.52,0.43,0.52,0.52,0.81,0.67,0.99,0.99
precio toldos terraza;8;10;2;140;0.72;http://www.hazmeprecio.com/presupuesto/toldo-terraza;0.25;0.12;0.97;428000;0.54,0.99,0.99,0.81,0.19,0.19,0.27,0.35,0.27,0.04,0.42,0.65
puertas metalicas precios;10;9;-1;140;0.65;http://www.hazmeprecio.com/presupuesto/puertas-metalicas;0.25;0.11;0.86;330000;0.19,0.35,0.35,0.42,0.42,0.19,0.42,0.81,0.99,0.42,0.99,0.54
paves precios;10;8;-2;140;0.50;http://www.hazmeprecio.com/presupuesto/pared-de-paves;0.25;0.08;0.34;61000;0.99,0.99,0.82,0.10,0.10,0.13,0.18,0.10,0.13,0.10,0.18,0.10
precio pladur m2;9;8;-1;140;0.70;http://www.hazmeprecio.com/presupuesto/poner-pladur;0.25;0.12;0.13;290000;0.65,0.27,0.27,0.65,0.65,0.99,0.35,0.54,0.27,0.35,0.35,0.99
presupuesto aire acondicionado;10;11;1;140;2.87;http://www.hazmeprecio.com/presupuesto/aire-acondicionado;0.25;0.49;0.91;808000;0.65,0.54,0.65,0.99,0.81,0.42,0.54,0.35,0.35,0.27,0.42,0.27
hormigon impreso pontevedra;14;16;2;590;2.11;http://www.hazmeprecio.com/presupuesto/hormigon-impreso/pontevedra;0.24;0.35;0.73;64000;0.07,0.26,0.32,0.32,0.17,0.26,0.72,0.88,0.88,0.59,0.88,0.99
presupuestos on line;2;2;0;30;1.81;http://www.hazmeprecio.com/;0.23;0.28;0.81;8740000;0.99,0.40,0.80,0.80,0.60,0.40,0.60,0.80,0.80,0.40,0.80,0.60
precio colocar parquet;2;2;0;30;1.08;http://www.hazmeprecio.com/presupuesto/poner-parquet;0.23;0.17;0.78;231000;0.60,0.40,0.20,0.60,0.80,0.60,0.99,0.80,0.80,0.60,0.60,0.60
presupuesto ventanas climalit;2;2;0;30;0.74;http://www.hazmeprecio.com/presupuesto/ventanas-climalit;0.23;0.11;0.88;228000;0.28,0.28,0.28,0.28,0.28,0.43,0.28,0.14,0.56,0.71,0.99,0.71
cemento pulido precio metro cuadrado;2;2;0;30;1.92;http://www.hazmeprecio.com/presupuesto/hormigon-pulido;0.23;0.30;0.70;22000;0.60,0.60,0.60,0.80,0.60,0.60,0.99,0.60,0.40,0.60,0.80,0.60
cuanto cuesta instalacion aire acondicionado;2;3;1;30;1.13;http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado;0.23;0.18;0.79;81000;0.40,0.80,0.80,0.99,0.40,0.20,0.60,0.40,0.20,0.40,0.40,0.60
presupuesto pintar habitacion;2;2;0;30;1.33;http://www.hazmeprecio.com/presupuesto/pintar-habitaciones;0.23;0.21;0.62;171000;0.99,0.40,0.40,0.60,0.20,0.40,0.80,0.80,0.40,0.20,0.60,0.80
precio pared pladur;3;3;0;40;0.02;http://www.hazmeprecio.com/presupuesto/paredes-de-pladur;0.21;0.00;0.34;208000;0.71,0.71,0.71,0.43,0.43,0.28,0.28,0.56,0.56,0.43,0.71,0.99
precio cristales climalit;3;3;0;40;0.73;http://www.hazmeprecio.com/presupuesto/cristales-climalit;0.21;0.10;0.62;256000;0.43,0.43,0.28,0.14,0.43,0.43,0.71,0.56,0.71,0.71,0.99,0.99
presupuestos de pintura;7;7;0;90;1.79;http://www.hazmeprecio.com/presupuesto/pintura;0.21;0.26;0.86;1510000;0.99,0.82,0.82,0.82,0.64,0.45,0.64,0.82,0.64,0.64,0.64,0.82
cuanto cuesta una ventana de pvc;3;5;2;40;0.77;http://www.hazmeprecio.com/presupuesto/ventanas-pvc;0.21;0.11;0.72;41700000;0.80,0.60,0.80,0.60,0.40,0.40,0.99,0.80,0.60,0.60,0.99,0.80
estanterias de pladur precios;3;2;-1;40;0.87;http://www.hazmeprecio.com/presupuesto/estanteria-pladur;0.21;0.12;0.62;52000;0.33,0.44,0.33,0.33,0.44,0.33,0.22,0.44,0.33,0.22,0.78,0.99
estanterias de escayola;7;7;0;90;0.28;http://www.hazmeprecio.com/presupuesto/estanteria-escayola;0.21;0.04;0.38;191000;0.99,0.64,0.50,0.79,0.79,0.79,0.64,0.64,0.79,0.50,0.99,0.50
precio alicatar cocina;3;3;0;40;0.66;http://www.hazmeprecio.com/presupuesto/alicatar-cocina;0.21;0.09;0.49;81000;0.60,0.60,0.99,0.99,0.60,0.99,0.80,0.99,0.99,0.99,0.99,0.99
techos de madera precios;4;5;1;50;0.28;http://www.hazmeprecio.com/presupuesto/techos-madera;0.21;0.04;0.74;677000;0.28,0.21,0.21,0.28,0.36,0.28,0.21,0.36,0.36,0.28,0.99,0.99
precio cerramiento aluminio;4;4;0;50;1.57;http://www.hazmeprecio.com/presupuesto/cerramiento-aluminio;0.21;0.22;0.84;389000;0.99,0.99,0.99,0.43,0.56,0.56,0.99,0.99,0.71,0.99,0.56,0.43
