Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
electricista urgente;12;13;1;70;3.71;http://ecoelectricistasmadrid.es/;0.36;0.16;0.82;453000;0.53,0.41,0.53,0.24,0.24,0.99,0.28,0.41,0.65,0.41,0.41,0.24
instaladores electricos madrid;9;9;0;30;2.88;http://ecoelectricistasmadrid.es/instaladores-autorizados.php;0.36;0.12;0.86;95000;0.80,0.60,0.80,0.80,0.60,0.40,0.20,0.80,0.60,0.80,0.40,0.99
electricistas urgencias;9;0;0;20;1.57;http://ecoelectricistasmadrid.es/;0.24;0.04;0.94;472000;0.75,0.99,0.99,0.75,0.25,0.25,0.25,0.25,0.75,0.99,0.50,0.25
electricistas 24h;7;0;0;10;0.00;http://ecoelectricistasmadrid.es/;0.16;0.00;0.93;376000;0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50
electricistas de madrid;8;0;0;10;10.47;http://ecoelectricistasmadrid.es/;0.12;0.15;0.96;774000;0.33,0.33,0.33,0.33,0.33,0.99,0.33,0.33,0.67,0.67,0.33,0.33
electricista alcala de henares;13;12;-1;30;8.93;http://ecoelectricistasmadrid.es/baratos-alcala-de-henares.php;0.10;0.11;0.89;317000;0.20,0.40,0.20,0.40,0.60,0.40,0.40,0.60,0.99,0.99,0.99,0.40
instaladores electricos autorizados;15;11;-4;50;2.02;http://ecoelectricistasmadrid.es/instaladores-autorizados.php;0.10;0.02;0.84;102000;0.56,0.99,0.99,0.71,0.99,0.14,0.43,0.56,0.71,0.56,0.99,0.99
electricistas alcobendas;18;0;0;70;8.35;http://ecoelectricistasmadrid.es/baratos-alcobendas.php;0.08;0.08;0.85;105000;0.36,0.50,0.36,0.36,0.64,0.79,0.50,0.64,0.99,0.79,0.50,0.14
trabajo electricista madrid;20;0;0;70;0.03;http://ecoelectricistasmadrid.es/;0.08;0.00;0.54;439000;0.64,0.28,0.21,0.36,0.50,0.64,0.99,0.50,0.28,0.36,0.50,0.28
se necesita electricista madrid;19;20;1;30;0.00;http://ecoelectricistasmadrid.es/boletin-electrico-madrid.php;0.03;0.00;0.74;365000;0.14,0.14,0.28,0.99,0.14,0.14,0.14,0.07,0.14,0.14,0.14,0.14
