Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
cerrajeros cambrils;3;3;0;40;2.81;http://www.cerrajeros-24horas.eu/cerrajero-cambrils-barato.html;2.33;0.75;0.92;33000;0.44,0.56,0.44,0.33,0.44,0.44,0.33,0.33,0.99,0.33,0.22,0.11
cerrajeros getxo;5;5;0;70;2.73;http://www.cerrajeros-24horas.eu/cerrajero-getxo-barato.html;2.27;0.71;0.89;44000;0.28,0.28,0.28,0.28,0.28,0.41,0.53,0.99,0.65,0.41,0.41,0.65
cerrajeros salou;6;6;0;70;24.56;http://www.cerrajeros-24horas.eu/cerrajero-salou-barato.html;2.27;6.43;0.92;37000;0.82,0.99,0.99,0.99,0.82,0.64,0.45,0.45,0.82,0.64,0.36,0.27
cerrajeros algeciras;5;5;0;70;5.33;http://www.cerrajeros-24horas.eu/cerrajero-algeciras-barato.html;2.27;1.39;0.87;66000;0.99,0.78,0.99,0.99,0.99,0.33,0.78,0.78,0.44,0.33,0.78,0.56
cerrajero torremolinos;10;11;1;110;10.00;http://www.cerrajeros-24horas.eu/cerrajero-torremolinos-barato.html;2.14;2.47;0.80;19000;0.24,0.24,0.24,0.67,0.81,0.81,0.67,0.99,0.52,0.43,0.33,0.52
cerrajeros ciudad real;7;8;1;70;2.66;http://www.cerrajeros-24horas.eu/cerrajero-ciudad-real-barato.html;1.81;0.55;0.91;448000;0.82,0.36,0.45,0.45,0.99,0.64,0.82,0.64,0.45,0.36,0.45,0.64
cerrajero lleida;5;5;0;50;0.62;http://www.cerrajeros-24horas.eu/cerrajero-lleida-barato.html;1.62;0.11;0.87;72000;0.56,0.71,0.56,0.43,0.56,0.56,0.99,0.71,0.71,0.71,0.71,0.43
cerrajeros en salamanca;11;14;3;50;10.02;http://www.cerrajeros-24horas.eu/cerrajero-salamanca-barato.html;1.52;1.76;0.82;498000;0.36,0.14,0.28,0.14,0.21,0.21,0.50,0.99,0.36,0.28,0.36,0.28
cerrajero oviedo;13;15;2;260;14.47;http://www.cerrajeros-24horas.eu/cerrajero-oviedo-barato.html;1.51;2.53;0.95;77000;0.36,0.99,0.28,0.15,0.15,0.10,0.24,0.82,0.36,0.28,0.36,0.28
cerrajeros mallorca;14;14;0;320;7.65;http://www.cerrajeros-24horas.eu/cerrajero-palma-de-mallorca-barato.html;1.45;1.28;0.89;253000;0.54,0.28,0.66,0.66,0.99,0.66,0.54,0.66,0.24,0.24,0.28,0.54
cerrajero tarragona;8;9;1;70;10.10;http://www.cerrajeros-24horas.eu/cerrajero-tarragona-24horas.html;1.36;1.58;0.98;158000;0.45,0.27,0.99,0.99,0.27,0.45,0.36,0.64,0.27,0.64,0.64,0.45
cerrajeros leon;7;5;-2;50;1.96;http://www.cerrajeros-24horas.eu/cerrajero-leon-barato.html;1.29;0.29;0.71;360000;0.44,0.44,0.56,0.78,0.78,0.56,0.44,0.78,0.56,0.78,0.78,0.99
cerrajeros donostia;12;12;0;140;9.63;http://www.cerrajeros-24horas.eu/cerrajero-donostia-san-sebastian-barato.html;1.18;1.31;0.83;63000;0.28,0.28,0.23,0.23,0.28,0.23,0.08,0.36,0.67,0.28,0.36,0.99
cerrajeros chiclana;12;11;-1;140;1.70;http://www.cerrajeros-24horas.eu/cerrajero-chiclana-de-la-frontera-barato.html;1.18;0.23;0.48;65000;0.28,0.28,0.23,0.99,0.82,0.67,0.54,0.23,0.18,0.10,0.13,0.08
cerrajeros tortosa;3;3;0;20;1.54;http://www.cerrajeros-24horas.eu/cerrajero-tortosa-barato.html;1.16;0.20;0.73;34000;0.25,0.50,0.25,0.25,0.25,0.25,0.50,0.25,0.99,0.50,0.25,0.50
cerrajero ciudad real;7;7;0;40;2.82;http://www.cerrajeros-24horas.eu/cerrajero-ciudad-real-barato.html;1.03;0.33;0.83;127000;0.14,0.28,0.43,0.43,0.71,0.43,0.71,0.56,0.99,0.99,0.56,0.56
cerrajeros fuengirola;10;9;-1;50;8.02;http://www.cerrajeros-24horas.eu/cerrajero-fuengirola-barato.html;0.97;0.90;0.85;73000;0.28,0.99,0.99,0.43,0.99,0.71,0.99,0.71,0.99,0.43,0.43,0.56
cerrajero ferrol;10;0;0;50;4.17;http://www.cerrajeros-24horas.eu/cerrajero-ferrol-barato.html;0.97;0.46;0.95;18000;0.99,0.33,0.56,0.78,0.56,0.78,0.22,0.56,0.44,0.33,0.44,0.33
cerrajeros en huelva;10;12;2;50;5.28;http://www.cerrajeros-24horas.eu/cerrajero-huelva-barato.html;0.97;0.59;0.85;484000;0.36,0.50,0.36,0.21,0.21,0.14,0.21,0.28,0.36,0.14,0.99,0.64
cerrajeros en alcorcon;9;7;-2;50;24.75;http://www.cerrajeros-24horas.eu/cerrajero-alcorcon-barato.html;0.97;2.78;0.92;81000;0.18,0.09,0.45,0.99,0.45,0.36,0.45,0.45,0.18,0.64,0.18,0.45
cerrajeros leon;8;6;-2;50;1.96;http://www.cerrajeros-24horas.eu/cerrajero-leon-24horas.html;0.97;0.22;0.71;360000;0.44,0.44,0.56,0.78,0.78,0.56,0.44,0.78,0.56,0.78,0.78,0.99
cerrajero en antequera;6;6;0;30;0.00;http://www.cerrajeros-24horas.eu/cerrajero-antequera-barato.html;0.97;0.00;0.87;18000;0.99,0.56,0.78,0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.22
cerrajeros santurtzi;5;5;0;30;0.00;http://www.cerrajeros-24horas.eu/cerrajero-santurtzi-barato.html;0.97;0.00;0.70;31000;0.60,0.40,0.40,0.20,0.40,0.20,0.99,0.99,0.60,0.80,0.60,0.20
cerrajeros salamanca;15;15;0;260;10.62;http://www.cerrajeros-24horas.eu/cerrajero-salamanca-barato.html;0.84;1.03;0.86;497000;0.36,0.28,0.28,0.24,0.28,0.28,0.66,0.99,0.44,0.28,0.81,0.54
cerrajeros terrassa;13;20;7;140;23.74;http://www.cerrajeros-24horas.eu/cerrajero-terrassa-barato.html;0.81;2.24;0.88;162000;0.65,0.53,0.99,0.99,0.82,0.65,0.82,0.99,0.41,0.82,0.65,0.65
cerrajero mallorca;13;11;-2;140;3.93;http://www.cerrajeros-24horas.eu/cerrajero-palma-de-mallorca-barato.html;0.81;0.37;0.76;107000;0.99,0.28,0.28,0.44,0.81,0.53,0.53,0.28,0.28,0.22,0.28,0.53
cerrajeros pozuelo;7;6;-1;30;28.47;http://www.cerrajeros-24horas.eu/cerrajero-pozuelo-de-alarcon-barato.html;0.77;2.55;0.95;115000;0.75,0.75,0.50,0.75,0.50,0.25,0.75,0.50,0.99,0.75,0.75,0.50
cerrajeros en tarragona;10;11;1;40;0.95;http://www.cerrajeros-24horas.eu/cerrajero-tarragona-24horas.html;0.77;0.08;0.80;489000;0.60,0.60,0.80,0.60,0.99,0.40,0.80,0.99,0.60,0.40,0.99,0.60
cerrajeros salamanca 24 horas;9;8;-1;40;17.73;http://www.cerrajeros-24horas.eu/cerrajero-salamanca-barato.html;0.77;1.59;0.73;183000;0.71,0.43,0.14,0.14,0.28,0.71,0.56,0.99,0.71,0.56,0.43,0.71
cerrajeros en logroño;8;8;0;40;1.21;http://www.cerrajeros-24horas.eu/cerrajero-logrono-barato.html;0.77;0.10;0.85;60000;0.22,0.11,0.11,0.22,0.44,0.22,0.33,0.33,0.78,0.56,0.99,0.44
cerrajeros pozuelo de alarcon;7;7;0;30;57.16;http://www.cerrajeros-24horas.eu/cerrajero-pozuelo-de-alarcon-barato.html;0.77;5.13;1.00;38000;0.60,0.40,0.80,0.60,0.99,0.80,0.99,0.99,0.20,0.20,0.20,0.20
cerrajero antequera;6;6;0;20;11.97;http://www.cerrajeros-24horas.eu/cerrajero-antequera-barato.html;0.64;0.89;0.88;19000;0.25,0.25,0.99,0.25,0.50,0.25,0.25,0.50,0.25,0.25,0.99,0.99
cerrajeros en oviedo;14;13;-1;140;14.55;http://www.cerrajeros-24horas.eu/cerrajero-oviedo-barato.html;0.63;1.06;0.96;176000;0.52,0.81,0.67,0.67,0.99,0.67,0.52,0.52,0.81,0.33,0.43,0.52
cerrajeros oviedo;19;18;-1;320;13.86;http://www.cerrajeros-24horas.eu/cerrajero-oviedo-barato.html;0.62;0.99;0.95;177000;0.44,0.99,0.44,0.44,0.44,0.28,0.36,0.36,0.24,0.54,0.36,0.28
cerrajeros guipuzcoa;8;8;0;30;3.74;http://www.cerrajeros-24horas.eu/cerrajero-guipuzcoa-24horas.html;0.58;0.25;0.75;153000;0.99,0.18,0.12,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.06,0.06
cerrajeros rota;8;7;-1;30;6.63;http://www.cerrajeros-24horas.eu/cerrajero-rota-barato.html;0.58;0.44;0.75;67000;0.22,0.22,0.22,0.56,0.99,0.22,0.22,0.22,0.22,0.33,0.11,0.22
cerrajero jerez;8;12;4;30;9.71;http://www.cerrajeros-24horas.eu/cerrajero-jerez-de-la-frontera-barato.html;0.58;0.65;0.83;45000;0.99,0.99,0.75,0.25,0.75,0.25,0.75,0.75,0.99,0.99,0.50,0.75
cerrajeros en chiclana;17;15;-2;170;7.74;http://www.cerrajeros-24horas.eu/cerrajero-chiclana-de-la-frontera-barato.html;0.44;0.39;0.54;65000;0.12,0.12,0.06,0.82,0.99,0.36,0.10,0.12,0.07,0.07,0.06,0.03
cerrajeros aviles;12;12;0;50;11.80;http://www.cerrajeros-24horas.eu/cerrajero-aviles-barato.html;0.42;0.57;0.90;41000;0.44,0.33,0.56,0.99,0.56,0.56,0.56,0.56,0.33,0.56,0.99,0.56
cerrajeros 24 horas mallorca;8;11;3;20;1.12;http://www.cerrajeros-24horas.eu/cerrajero-palma-de-mallorca-barato.html;0.38;0.05;1.00;105000;0.99,0.80,0.60,0.99,0.40,0.80,0.20,0.40,0.20,0.20,0.20,0.20
cerrajeros santiago;10;10;0;20;9.67;http://www.cerrajeros-24horas.eu/cerrajero-santiago-de-compostela-barato.html;0.38;0.43;0.97;360000;0.99,0.60,0.40,0.40,0.40,0.20,0.60,0.60,0.40,0.40,0.20,0.40
cerrajeros en jerez;16;0;0;110;9.67;http://www.cerrajeros-24horas.eu/cerrajero-jerez-de-la-frontera-barato.html;0.35;0.39;0.80;115000;0.42,0.42,0.42,0.99,0.81,0.35,0.42,0.19,0.19,0.35,0.35,0.19
cerrajeros en terrassa;14;14;0;70;30.09;http://www.cerrajeros-24horas.eu/cerrajero-terrassa-barato.html;0.31;1.10;0.98;164000;0.45,0.36,0.45,0.64,0.36,0.64,0.45,0.99,0.45,0.45,0.64,0.82
merida 24;11;12;1;10;0.00;http://www.cerrajeros-24horas.eu/cerrajero-merida-barato.html;0.30;0.00;0.00;31000000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
cerrajeros puerto real;16;0;0;90;5.15;http://www.cerrajeros-24horas.eu/cerrajero-puerto-real-barato.html;0.29;0.17;0.47;147000;0.65,0.65,0.54,0.99,0.54,0.35,0.27,0.08,0.12,0.12,0.08,0.19
cerrajeros en puerto real;16;0;0;90;3.95;http://www.cerrajeros-24horas.eu/cerrajero-puerto-real-barato.html;0.29;0.13;0.49;147000;0.23,0.23,0.23,0.99,0.67,0.18,0.10,0.05,0.10,0.10,0.05,0.10
rubias 24;13;15;2;50;0.00;http://www.cerrajeros-24horas.eu/cerrajero-cabezas-rubias-barato.html;0.29;0.00;0.00;908000;0.33,0.33,0.44,0.44,0.22,0.99,0.44,0.78,0.56,0.78,0.33,0.56
cerrajeros 24 mallorca;7;10;3;10;0.00;http://www.cerrajeros-24horas.eu/cerrajero-palma-de-mallorca-barato.html;0.25;0.00;0.60;163000;0.99,0.25,0.50,0.50,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25
cerrajeros puerto real;17;17;0;90;5.15;http://www.cerrajeros-24horas.eu/cerrajero-rozas-de-puerto-real-barato.html;0.23;0.13;0.47;147000;0.65,0.65,0.54,0.99,0.54,0.35,0.27,0.08,0.12,0.12,0.08,0.19
cerrajeros en puerto real;17;15;-2;90;3.95;http://www.cerrajeros-24horas.eu/cerrajero-rozas-de-puerto-real-barato.html;0.23;0.10;0.49;147000;0.23,0.23,0.23,0.99,0.67,0.18,0.10,0.05,0.10,0.10,0.05,0.10
cerrajeros en mallorca;13;14;1;40;18.85;http://www.cerrajeros-24horas.eu/cerrajero-palma-de-mallorca-barato.html;0.23;0.50;0.81;253000;0.71,0.43,0.43,0.28,0.99,0.71,0.71,0.43,0.28,0.14,0.28,0.43
cerrajero terrassa;14;14;0;50;54.64;http://www.cerrajeros-24horas.eu/cerrajero-terrassa-barato.html;0.22;1.43;0.93;50000;0.99,0.44,0.78,0.78,0.78,0.78,0.44,0.78,0.56,0.56,0.56,0.44
cerrajeros torremolinos;14;14;0;50;11.39;http://www.cerrajeros-24horas.eu/cerrajero-torremolinos-barato.html;0.22;0.29;0.69;71000;0.33,0.44,0.22,0.56,0.99,0.56,0.99,0.99,0.44,0.56,0.56,0.33
cerrajeria salamanca;19;17;-2;110;2.83;http://www.cerrajeros-24horas.eu/cerrajero-salamanca-barato.html;0.21;0.06;0.86;231000;0.06,0.06,0.03,0.09,0.09,0.09,0.16,0.66,0.99,0.44,0.34,0.66
salamanca 24 horas el tiempo;18;16;-2;110;0.00;http://www.cerrajeros-24horas.eu/cerrajero-salamanca-24horas.html;0.21;0.00;0.01;664000;0.53,0.82,0.82,0.41,0.53,0.41,0.99,0.41,0.53,0.53,0.82,0.82
cerrajeros puerto santa maria;9;9;0;10;0.00;http://www.cerrajeros-24horas.eu/cerrajero-puerto-de-santa-maria-barato.html;0.19;0.00;0.47;115000;0.33,0.33,0.67,0.33,0.33,0.99,0.67,0.33,0.67,0.33,0.33,0.33
cerrajero en mallorca;12;0;0;20;17.52;http://www.cerrajeros-24horas.eu/cerrajero-palma-de-mallorca-barato.html;0.16;0.34;0.95;110000;0.99,0.71,0.14,0.28,0.56,0.14,0.43,0.28,0.14,0.14,0.14,0.14
cerrajeros hospitalet de llobregat;16;18;2;50;19.01;http://www.cerrajeros-24horas.eu/cerrajero-hospitalet-de-llobregat-barato.html;0.16;0.35;0.81;90000;0.44,0.33,0.56,0.33,0.78,0.44,0.99,0.56,0.44,0.44,0.56,0.33
cerrajeros hospitalet;19;18;-1;70;50.43;http://www.cerrajeros-24horas.eu/cerrajero-hospitalet-de-llobregat-barato.html;0.13;0.79;0.90;115000;0.50,0.36,0.28,0.28,0.50,0.36,0.28,0.99,0.50,0.64,0.50,0.28
salamanca 24 horas local;13;14;1;20;0.00;http://www.cerrajeros-24horas.eu/cerrajero-salamanca-barato.html;0.11;0.00;0.00;577000;0.40,0.80,0.20,0.40,0.20,0.20,0.20,0.20,0.60,0.40,0.99,0.99
mercedes 24 horas;12;10;-2;10;0.00;http://www.cerrajeros-24horas.eu/cerrajero-sector-sur-la-palmera-reina-mercedes-barato.html;0.08;0.00;0.01;4070000;0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.50,0.50
cerrajero torrevieja;18;15;-3;40;28.52;http://www.cerrajeros-24horas.eu/cerrajero-torrevieja-barato.html;0.07;0.25;0.98;25000;0.28,0.56,0.28,0.28,0.99,0.99,0.99,0.71,0.28,0.43,0.28,0.28
cerrajero hospitalet;17;15;-2;30;28.92;http://www.cerrajeros-24horas.eu/cerrajero-hospitalet-de-llobregat-barato.html;0.07;0.25;0.96;40000;0.60,0.99,0.60,0.99,0.80,0.40,0.60,0.80,0.40,0.40,0.99,0.20
cerrajeros en torrevieja;17;15;-2;30;22.89;http://www.cerrajeros-24horas.eu/cerrajero-torrevieja-barato.html;0.07;0.20;0.66;85000;0.28,0.99,0.43,0.43,0.99,0.43,0.28,0.14,0.43,0.14,0.43,0.28
mercedes 24 horas;13;11;-2;10;0.00;http://www.cerrajeros-24horas.eu/cerrajero-san-fernando-princesa-mercedes-barato.html;0.05;0.00;0.01;4070000;0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.50,0.50
cerrajero en salamanca;16;0;0;10;0.00;http://www.cerrajeros-24horas.eu/cerrajero-salamanca-barato.html;0.03;0.00;0.95;148000;0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.99,0.40,0.20,0.20,0.20
cajas fuertes en cordoba;16;10;-6;10;2.41;http://www.cerrajeros-24horas.eu/cerrajero-cordoba-barato.html;0.03;0.00;0.85;164000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50
cajas fuertes rosario;17;18;1;10;0.00;http://www.cerrajeros-24horas.eu/cerrajero-puerto-del-rosario-barato.html;0.02;0.00;0.00;207000;0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00
