Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
presupuestos de obras;2;2;0;50;3.07;http://tumanitas.com/;0.18;0.45;0.93;27100000;0.99,0.56,0.99,0.56,0.43,0.28,0.71,0.99,0.56,0.71,0.71,0.99
precios de reformas;2;2;0;50;2.95;http://tumanitas.com/precios-de-reformas;0.18;0.44;0.83;19800000;0.99,0.71,0.99,0.43,0.28,0.28,0.71,0.71,0.71,0.56,0.56,0.99
manitas barcelona;3;3;0;70;0.91;http://tumanitas.com/trabajos-en/barcelona;0.18;0.13;0.43;502000;0.56,0.78,0.99,0.78,0.56,0.78,0.78,0.99,0.78,0.44,0.56,0.56
precio reforma cocina;8;7;-1;210;2.24;http://tumanitas.com/precios-de-reformas/reformas-cocinas;0.18;0.32;0.81;9300000;0.67,0.54,0.54,0.54,0.44,0.54,0.54,0.54,0.54,0.44,0.99,0.82
reformas integrales precios;9;10;1;210;3.04;http://tumanitas.com/precios-de-reformas/aislamientos/reformas-integrales;0.18;0.44;0.88;416000;0.28,0.81,0.53,0.44,0.34,0.44,0.99,0.53,0.44,0.44,0.81,0.99
rejuntar azulejos;3;3;0;70;0.00;http://blog.tumanitas.com/rejuntar-alicatados-consejos-para-hacerlo-bien/;0.18;0.00;0.02;61000;0.99,0.45,0.36,0.82,0.64,0.99,0.45,0.45,0.45,0.45,0.82,0.99
precios de cocinas;12;0;0;480;0.39;http://tumanitas.com/precios-de-reformas/reformas-cocinas;0.17;0.05;0.85;1030000;0.67,0.67,0.54,0.44,0.54,0.44,0.67,0.67,0.67,0.54,0.99,0.99
reformar baño;14;12;-2;880;1.78;http://tumanitas.com/precios-de-reformas/reformas-banos;0.17;0.25;0.82;12500000;0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99
lacar puertas en blanco precio;6;6;0;110;0.94;http://tumanitas.com/trabajos-de/lacar-puertas;0.15;0.11;0.67;71000;0.23,0.19,0.19,0.10,0.19,0.19,0.23,0.28,0.99,0.15,0.19,0.15
mis manitas;6;5;-1;110;0.48;http://tumanitas.com/;0.15;0.06;0.23;403000;0.99,0.65,0.82,0.53,0.41,0.41,0.53,0.53,0.53,0.41,0.65,0.65
reformar baño precio;5;5;0;110;1.47;http://tumanitas.com/precios-de-reformas/reformas-banos;0.15;0.18;0.90;3060000;0.42,0.35,0.42,0.42,0.27,0.27,0.27,0.35,0.42,0.54,0.81,0.99
carpinteria valencia;6;7;1;110;0.67;http://tumanitas.com/trabajos-en/valencia/carpinteria-madera;0.15;0.08;0.38;721000;0.65,0.53,0.82,0.99,0.53,0.53,0.65,0.65,0.65,0.82,0.99,0.99
lana de roca precio;13;0;0;590;0.48;http://tumanitas.com/precios-de-reformas/aislamientos/lana-de-roca;0.15;0.05;0.81;410000;0.44,0.44,0.67,0.55,0.55,0.44,0.55,0.67,0.67,0.67,0.99,0.99
presupuesto obras;2;2;0;40;2.23;http://tumanitas.com/;0.14;0.26;0.74;51200000;0.43,0.43,0.99,0.71,0.56,0.43,0.43,0.43,0.71,0.43,0.43,0.71
ventanas metalicas;2;2;0;40;0.96;http://tumanitas.com/trabajos-de/puertas-y-ventanas-metalicas;0.14;0.11;0.70;856000;0.99,0.80,0.80,0.60,0.60,0.40,0.80,0.99,0.99,0.60,0.80,0.80
cambiar puertas de casa;11;4;-7;110;0.26;http://tumanitas.com/trabajos-de/cambiar-puertas-de-interior;0.14;0.03;0.65;13000000;0.99,0.67,0.67,0.10,0.19,0.67,0.67,0.52,0.81,0.81,0.67,0.33
pladur malaga;11;11;0;110;0.97;http://tumanitas.com/trabajos-en/provincia-de-malaga/yeso-y-pladur;0.14;0.11;0.30;350000;0.54,0.27,0.27,0.19,0.27,0.35,0.42,0.99,0.54,0.35,0.54,0.42
rejas de hierro;10;9;-1;170;0.73;http://tumanitas.com/precios-de-reformas/carpinteria-metalica/rejas-de-hierro;0.14;0.08;0.52;561000;0.67,0.67,0.67,0.99,0.81,0.67,0.52,0.81,0.99,0.67,0.99,0.99
pladur valencia;10;13;3;170;0.38;http://tumanitas.com/trabajos-en/provincia-de-valencia/yeso-y-pladur;0.14;0.04;0.27;456000;0.81,0.54,0.99,0.42,0.42,0.65,0.42,0.54,0.65,0.65,0.65,0.54
cocinas precios;12;13;1;390;0.41;http://tumanitas.com/precios-de-reformas/reformas-cocinas;0.14;0.04;0.85;1050000;0.81,0.66,0.66,0.54,0.54,0.66,0.81,0.81,0.66,0.66,0.99,0.99
lacar puertas;15;15;0;1000;0.59;http://tumanitas.com/trabajos-de/lacar-puertas;0.14;0.06;0.44;227000;0.77,0.68,0.68,0.55,0.55,0.55,0.68,0.68,0.77,0.77,0.99,0.99
arreglar persiana;15;16;1;1000;3.77;http://tumanitas.com/trabajos-de/arreglar-persiana;0.14;0.43;0.59;2020000;0.55,0.68,0.68,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.99,0.77
carpinteria zaragoza;4;6;2;70;0.46;http://tumanitas.com/trabajos-en/zaragoza/carpinteria-madera;0.14;0.05;0.45;515000;0.64,0.64,0.64,0.36,0.36,0.64,0.45,0.45,0.36,0.45,0.45,0.99
desatascar fregadero;20;20;0;1600;2.00;http://tumanitas.com/trabajos-de/desatascar-tuberias;0.13;0.22;0.65;56000;0.16,0.16,0.44,0.53,0.44,0.20,0.28,0.67,0.81,0.99,0.53,0.24
presupuesto para obra;1;2;1;10;0.00;http://tumanitas.com/;0.13;0.00;0.96;43000000;0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99
suelos de silestone;1;2;1;10;0.16;http://blog.tumanitas.com/suelos-de-silestone-resistentes-decorativos-y-exclusivos/;0.13;0.01;0.35;244000;0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.67
reformas presupuesto;1;1;0;10;6.01;http://tumanitas.com/;0.13;0.65;0.96;23400000;0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99
tusmanitas.com;1;0;0;10;0.17;http://tumanitas.com/;0.13;0.01;0.27;73000;0.50,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
arreglar persiana descolgada;6;6;0;90;1.51;http://tumanitas.com/trabajos-de/arreglar-persiana;0.12;0.15;0.49;1000;0.12,0.18,0.12,0.28,0.53,0.82,0.99,0.53,0.82,0.82,0.53,0.24
reformar cocina precio;6;7;1;90;1.61;http://tumanitas.com/precios-de-reformas/reformas-cocinas;0.12;0.16;0.86;6080000;0.82,0.53,0.65,0.65,0.41,0.28,0.65,0.53,0.99,0.41,0.28,0.53
reformas de baños precios;5;5;0;90;1.41;http://tumanitas.com/precios-de-reformas/reformas-banos;0.12;0.14;0.87;653000;0.53,0.53,0.53,0.28,0.41,0.53,0.82,0.99,0.82,0.41,0.53,0.53
reformas en vizcaya;5;7;2;90;1.09;http://tumanitas.com/trabajos-en/vizcaya/reformas;0.12;0.11;0.87;766000;0.28,0.41,0.65,0.53,0.65,0.99,0.24,0.28,0.53,0.24,0.18,0.65
precios de reformas;3;3;0;50;2.95;http://tumanitas.com/precios-de-reformas/reformas;0.12;0.30;0.83;19800000;0.99,0.71,0.99,0.43,0.28,0.28,0.71,0.71,0.71,0.56,0.56,0.99
presupuesto reforma vivienda;6;6;0;90;2.84;http://tumanitas.com/trabajos-de/reforma-vivienda;0.12;0.29;0.93;12300000;0.41,0.41,0.53,0.28,0.41,0.28,0.28,0.41,0.65,0.53,0.82,0.99
presupuesto pintura;7;8;1;110;1.73;http://tumanitas.com/trabajos-de/pintura;0.12;0.17;0.75;2130000;0.99,0.67,0.67,0.52,0.67,0.52,0.67,0.52,0.52,0.43,0.43,0.52
carpinteria sevilla;7;6;-1;110;1.18;http://tumanitas.com/trabajos-en/sevilla/carpinteria-madera;0.12;0.11;0.31;519000;0.79,0.64,0.50,0.64,0.50,0.64,0.79,0.79,0.99,0.50,0.79,0.79
reformar baño;15;0;0;880;1.78;http://tumanitas.com/trabajos-de/reforma-bano;0.12;0.18;0.82;12500000;0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99
reformas de baños en barcelona;11;10;-1;90;4.67;http://tumanitas.com/trabajos-en/provincia-de-barcelona/reformas-banos;0.12;0.45;0.75;694000;0.27,0.27,0.27,0.27,0.19,0.15,0.27,0.35,0.27,0.35,0.65,0.99
comercial pazos catalogo;11;13;2;90;0.04;http://blog.tumanitas.com/un-catalogo-que-es-casi-una-enciclopedia/;0.12;0.00;0.11;22000;0.36,0.50,0.99,0.64,0.36,0.50,0.50,0.64,0.50,0.50,0.64,0.64
subvenciones junta de andalucia vivienda;11;11;0;90;0.44;http://tumanitas.com/p/subvenciones-ayudas-reformas.html;0.12;0.04;0.32;213000;0.53,0.99,0.82,0.53,0.28,0.53,0.28,0.41,0.53,0.53,0.53,0.65
reforma baño barcelona;11;11;0;90;3.05;http://tumanitas.com/trabajos-en/provincia-de-barcelona/reformas-banos;0.12;0.29;0.86;738000;0.50,0.64,0.64,0.64,0.99,0.50,0.64,0.64,0.36,0.36,0.50,0.79
presupuesto reforma piso;8;10;2;140;2.88;http://tumanitas.com/trabajos-de/reforma-vivienda;0.12;0.27;0.74;683000;0.65,0.35,0.65,0.65,0.65,0.81,0.81,0.99,0.35,0.27,0.27,0.54
presupuesto instalacion electrica;8;7;-1;140;2.04;http://tumanitas.com/trabajos-de/instalacion-electrica;0.12;0.19;0.47;279000;0.99,0.43,0.67,0.67,0.81,0.33,0.43,0.67,0.43,0.52,0.81,0.81
precio lacar puertas en blanco;8;8;0;140;0.64;http://tumanitas.com/trabajos-de/lacar-puertas;0.12;0.06;0.61;70000;0.28,0.22,0.28,0.28,0.34,0.44,0.66,0.28,0.28,0.16,0.66,0.99
carpinteria metalica murcia;9;10;1;140;1.28;http://tumanitas.com/trabajos-en/murcia/carpinteria-metalica;0.12;0.12;0.47;171000;0.99,0.65,0.82,0.53,0.65,0.41,0.41,0.99,0.99,0.65,0.82,0.82
reforma cocina precio;8;7;-1;140;2.11;http://tumanitas.com/precios-de-reformas/reformas-cocinas;0.12;0.20;0.90;9290000;0.81,0.54,0.65,0.42,0.19,0.27,0.42,0.42,0.42,0.54,0.99,0.65
reformar el baño;10;15;5;140;1.70;http://tumanitas.com/trabajos-de/reforma-bano;0.12;0.16;0.83;13200000;0.54,0.54,0.54,0.54,0.42,0.54,0.54,0.54,0.65,0.27,0.65,0.99
uralita tejados;12;15;3;320;2.41;http://tumanitas.com/trabajos-de/tejados-uralita;0.11;0.23;0.81;104000;0.66,0.54,0.54,0.19,0.15,0.44,0.99,0.99,0.36,0.24,0.44,0.66
precios instalaciones electricas;2;2;0;30;0.79;http://tumanitas.com/precios-de-reformas/electricidad/instalaciones-electricas;0.11;0.07;0.63;510000;0.99,0.75,0.50,0.50,0.25,0.50,0.50,0.50,0.99,0.25,0.99,0.99
precio poliuretano;2;2;0;30;0.00;http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado;0.11;0.00;0.61;804000;0.80,0.40,0.60,0.20,0.40,0.40,0.40,0.60,0.99,0.40,0.80,0.40
baños precios;3;3;0;40;0.43;http://tumanitas.com/precios-de-reformas/reformas-banos;0.10;0.03;1.00;36300000;0.99,0.60,0.60,0.80,0.60,0.60,0.80,0.40,0.40,0.60,0.99,0.99
presupuesto electrico;3;4;1;40;1.86;http://tumanitas.com/trabajos-de/electricidad;0.10;0.15;0.32;9780000;0.56,0.71,0.99,0.56,0.56,0.56,0.56,0.71,0.56,0.28,0.28,0.56
carpinteria tenerife;7;9;2;90;0.47;http://tumanitas.com/trabajos-en/tenerife/carpinteria-madera;0.10;0.03;0.14;473000;0.79,0.99,0.64,0.50,0.99,0.99,0.28,0.79,0.36,0.28,0.28,0.28
presupuesto parquet;7;8;1;90;1.22;http://tumanitas.com/trabajos-de/parquet-y-tarima;0.10;0.10;0.85;471000;0.99,0.79,0.50,0.36,0.50,0.36,0.64,0.50,0.64,0.64,0.99,0.79
boletin electrico;15;15;0;720;4.19;http://tumanitas.com/trabajos-de/boletin-electrico;0.10;0.34;0.82;1570000;0.67,0.55,0.99,0.82,0.99,0.44,0.82,0.82,0.82,0.82,0.82,0.82
presupuesto reforma vivienda;7;7;0;90;2.84;http://tumanitas.com/;0.10;0.23;0.93;12300000;0.41,0.41,0.53,0.28,0.41,0.28,0.28,0.41,0.65,0.53,0.82,0.99
cocinas precios;13;14;1;390;0.41;http://tumanitas.com/precios-de-reformas/cocina;0.10;0.03;0.85;1050000;0.81,0.66,0.66,0.54,0.54,0.66,0.81,0.81,0.66,0.66,0.99,0.99
