Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
cuanto cuesta pintar un piso;1;1;0;210;1.05;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-pintar-interior-vivienda;0.21;0.18;0.50;172000;0.65,0.81,0.81,0.99,0.99,0.99,0.99,0.81,0.81,0.54,0.81,0.99
marcas de frigorificos;1;1;0;210;0.41;http://www.habitissimo.es/marcas/frigorificos;0.21;0.07;0.76;488000;0.53,0.53,0.53,0.66,0.99,0.81,0.81,0.53,0.66,0.53,0.66,0.53
marcas de sofas;1;2;1;210;0.32;http://www.habitissimo.es/marcas/sofas;0.21;0.05;0.63;522000;0.81,0.65,0.65,0.65,0.65,0.81,0.81,0.65,0.81,0.65,0.81,0.99
baeza sa;7;17;10;2400;2.04;http://www.habitissimo.es/baeza-sa-granada;0.20;0.35;0.01;705000;0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.83,0.83,0.55,0.55,0.66
maison decor;5;5;0;1900;0.35;http://www.habitissimo.es/maison-decor;0.20;0.05;0.21;5680000;0.99,0.67,0.79,0.67,0.79,0.79,0.99,0.99,0.99,0.79,0.99,0.79
schuco;5;7;2;1900;1.36;http://www.habitissimo.es/schuco;0.20;0.23;0.09;1650000;0.79,0.79,0.79,0.79,0.67,0.42,0.79,0.99,0.99,0.79,0.79,0.79
reformar cocina;2;2;0;720;1.77;http://precio.habitissimo.es/reformas-cocinas;0.19;0.29;0.84;7840000;0.72,0.59,0.59,0.48,0.48,0.59,0.59,0.59,0.72,0.72,0.99,0.99
fontaneros madrid;11;13;2;1900;12.00;http://precio.habitissimo.es/fontaneros/madrid;0.19;1.91;0.91;554000;0.99,0.66,0.66,0.66,0.45,0.30,0.45,0.66,0.83,0.55,0.55,0.55
vitalnet;19;20;1;27100;2.12;http://www.habitissimo.es/lavanderias-vital-net;0.17;0.30;0.00;95000;0.99,0.82,0.82,0.82,0.82,0.67,0.67,0.67,0.67,0.82,0.67,0.67
ideal standard;6;5;-1;1600;0.61;http://www.habitissimo.es/ideal-standard;0.17;0.08;0.07;107000000;0.99,0.81,0.99,0.81,0.99,0.62,0.99,0.99,0.99,0.81,0.99,0.99
sala de cine en casa;1;3;2;170;0.00;http://www.habitissimo.es/ideas/12-cines-alucinantes-para-tener-en-casa;0.17;0.00;0.04;2120000;0.65,0.54,0.54,0.42,0.54,0.81,0.65,0.99,0.99,0.81,0.81,0.65
marcas de muebles;1;1;0;170;0.31;http://www.habitissimo.es/marcas/muebles;0.17;0.04;0.45;2210000;0.65,0.65,0.65,0.54,0.54,0.54,0.65,0.81,0.65,0.65,0.99,0.81
presupuesto pintar piso;1;1;0;170;1.81;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-pintar-interior-vivienda;0.17;0.25;0.73;441000;0.99,0.81,0.81,0.42,0.65,0.54,0.65,0.81,0.54,0.65,0.81,0.65
reforma baño precio;1;1;0;170;2.11;http://precio.habitissimo.es/reformas-banos;0.17;0.30;0.87;964000;0.66,0.53,0.34,0.22,0.66,0.53,0.53,0.28,0.53,0.66,0.99,0.81
escaleras rusticas;1;5;4;170;0.00;http://fotos.habitissimo.es/escaleras/rustico;0.17;0.00;0.19;525000;0.54,0.65,0.54,0.42,0.54,0.54,0.81,0.99,0.81,0.65,0.81,0.81
marcas de sanitarios;1;1;0;170;0.52;http://www.habitissimo.es/marcas/sanitarios;0.17;0.07;0.25;1370000;0.99,0.81,0.81,0.81,0.67,0.81,0.81,0.99,0.99,0.67,0.81,0.99
marcas aire acondicionado;1;1;0;170;0.00;http://www.habitissimo.es/marcas/aire-acondicionado;0.17;0.00;0.09;13700000;0.44,0.44,0.53,0.66,0.99,0.53,0.44,0.44,0.34,0.34,0.44,0.81
marcas de calderas;1;1;0;170;2.36;http://www.habitissimo.es/marcas/caldera;0.17;0.33;0.62;1020000;0.65,0.54,0.54,0.54,0.54,0.42,0.65,0.81,0.99,0.81,0.81,0.81
marcas colchones;1;1;0;170;0.49;http://www.habitissimo.es/marcas/colchones;0.17;0.07;0.78;1130000;0.99,0.82,0.82,0.82,0.82,0.99,0.99,0.82,0.99,0.65,0.99,0.99
fotos de cocina;1;2;1;170;0.14;http://fotos.habitissimo.es/reformas-cocinas;0.17;0.02;0.11;67800000;0.65,0.54,0.54,0.54,0.54,0.54,0.54,0.65,0.81,0.81,0.99,0.81
imagenes de chimeneas;1;1;0;170;0.11;http://fotos.habitissimo.es/chimeneas;0.17;0.01;0.11;527000;0.54,0.28,0.23,0.23,0.23,0.28,0.18,0.28,0.82,0.99,0.82,0.82
marcas de calderas de gas;1;1;0;170;2.44;http://www.habitissimo.es/marcas/caldera;0.17;0.34;0.87;504000;0.66,0.34,0.44,0.28,0.28,0.28,0.53,0.66,0.99,0.81,0.99,0.81
marcas de aire acondicionado;1;1;0;170;1.03;http://www.habitissimo.es/marcas/aire-acondicionado;0.17;0.14;0.39;13700000;0.54,0.42,0.81,0.99,0.99,0.65,0.65,0.42,0.54,0.54,0.65,0.65
reformar baño;3;4;1;880;1.78;http://precio.habitissimo.es/reformas-banos;0.16;0.25;0.82;5510000;0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99
tarkett;7;7;0;1900;0.60;http://www.habitissimo.es/tarkett;0.16;0.08;0.13;1300000;0.99,0.79,0.99,0.99,0.79,0.67,0.79,0.99,0.99,0.79,0.99,0.99
puertas blancas;7;8;1;1900;0.72;http://preguntas.habitissimo.es/pregunta/que-puertas-me-recomendais-le-iria-bien-en-color-blanco;0.16;0.09;0.79;2170000;0.66,0.55,0.55,0.55,0.55,0.55,0.66,0.66,0.66,0.55,0.83,0.99
tapizar sofa;11;8;-3;1600;0.27;http://www.habitissimo.es/presupuestos/tapizar-sofa/barcelona;0.16;0.03;0.66;207000;0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79
uniarte;11;8;-3;1600;0.03;http://www.habitissimo.es/uniarte/distribuidores/madrid;0.16;0.00;0.03;96000;0.99,0.84,0.84,0.84,0.84,0.53,0.84,0.99,0.99,0.68,0.84,0.99
cabeceros originales;11;11;0;1600;0.34;http://www.habitissimo.es/ideas/cabeceros-originales-para-un-dormitorio-con-personalidad;0.16;0.04;0.67;599000;0.68,0.46,0.53,0.53,0.68,0.68,0.99,0.99,0.99,0.68,0.99,0.99
funnatic;10;11;1;2400;0.03;http://www.habitissimo.es/funnatic-electrodomesticos-tienda-on-line;0.15;0.00;0.10;142000;0.99,0.99,0.99,0.99,0.99,0.67,0.99,0.99,0.99,0.99,0.99,0.67
tarima flotante precios;4;4;0;1000;1.19;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante;0.14;0.14;0.89;535000;0.46,0.38,0.68,0.68,0.53,0.25,0.46,0.46,0.84,0.38,0.68,0.99
marcas de pintura;1;1;0;140;0.27;http://www.habitissimo.es/marcas/pintura;0.14;0.03;0.18;6510000;0.81,0.81,0.99,0.67,0.67,0.52,0.67,0.81,0.81,0.52,0.67,0.67
presupuesto reformas;1;1;0;140;4.65;http://www.habitissimo.es/presupuestos/reformas;0.14;0.54;0.80;17000000;0.82,0.82,0.65,0.99,0.82,0.82,0.65,0.82,0.65,0.53,0.65,0.82
reformas viviendas madrid;1;1;0;140;3.41;http://precio.habitissimo.es/reformas-viviendas/madrid;0.14;0.40;0.87;572000;0.28,0.54,0.28,0.44,0.44,0.28,0.23,0.99,0.44,0.18,0.28,0.18
tebisa;1;2;1;140;0.03;http://www.habitissimo.es/tebisa;0.14;0.00;0.05;63000;0.99,0.67,0.67,0.67,0.67,0.43,0.81,0.67,0.67,0.67,0.81,0.81
muebles de pladur para salon;1;1;0;140;0.28;http://fotos.habitissimo.es/pladur;0.14;0.03;0.39;115000;0.22,0.16,0.53,0.66,0.34,0.34,0.34,0.28,0.22,0.22,0.81,0.99
reformas pisos madrid;1;1;0;140;3.41;http://precio.habitissimo.es/reformas-viviendas/madrid;0.14;0.40;0.88;687000;0.99,0.54,0.42,0.54,0.42,0.54,0.54,0.42,0.42,0.42,0.65,0.42
fotos de cocinas blancas;1;1;0;140;0.00;http://fotos.habitissimo.es/muebles-cocina;0.14;0.00;0.25;1060000;0.33,0.24,0.52,0.43,0.67,0.43,0.52,0.52,0.81,0.81,0.99,0.67
precio pintar piso;1;1;0;140;1.53;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-pintar-interior-vivienda;0.14;0.18;0.64;774000;0.99,0.99,0.67,0.52,0.52,0.52,0.67,0.67,0.81,0.52,0.81,0.67
chimeneas decoracion;1;1;0;140;0.33;http://fotos.habitissimo.es/chimeneas;0.14;0.03;0.64;558000;0.52,0.33,0.33,0.24,0.33,0.52,0.52,0.99,0.81,0.99,0.81,0.81
construccion de piscinas;6;5;-1;1300;1.75;http://precio.habitissimo.es/construccion-piscinas/madrid;0.13;0.20;0.79;1710000;0.68,0.53,0.84,0.68,0.68,0.53,0.53,0.68,0.46,0.84,0.99,0.99
pladur precio;6;6;0;1300;0.54;http://precio.habitissimo.es/pladur;0.13;0.06;0.21;482000;0.30,0.42,0.79,0.67,0.54,0.20,0.79,0.79,0.99,0.42,0.37,0.54
traber;5;7;2;1300;0.00;http://www.habitissimo.es/traber-obras-sl;0.13;0.00;0.01;575000;0.99,0.99,0.99,0.99,0.99,0.81,0.99,0.81,0.62,0.30,0.45,0.37
reformar cocina;3;3;0;720;1.77;http://fotos.habitissimo.es/reformas-cocinas;0.13;0.20;0.84;7840000;0.72,0.59,0.59,0.48,0.48,0.59,0.59,0.59,0.72,0.72,0.99,0.99
fotos de baños;3;3;0;720;0.28;http://fotos.habitissimo.es/reformas-banos;0.13;0.03;0.35;40000000;0.99,0.99,0.82,0.82,0.67,0.67,0.99,0.82,0.99,0.82,0.99,0.99
muebles de pladur;3;3;0;720;0.56;http://fotos.habitissimo.es/pladur;0.13;0.06;0.21;478000;0.82,0.67,0.67,0.67,0.67,0.67,0.82,0.99,0.99,0.67,0.99,0.82
maydisa;7;10;3;1600;0.13;http://www.habitissimo.es/maydisa/distribuidores/madrid;0.13;0.01;0.01;25000;0.99,0.84,0.84,0.84,0.84,0.68,0.99,0.99,0.84,0.84,0.84,0.99
arboles de navidad originales;7;7;0;1600;0.00;http://proyectos.habitissimo.es/proyecto/arboles-de-navidad-creativos-y-originales;0.13;0.00;0.03;390000;0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.16,0.99,0.82,0.04,0.02
tapizar sofa;7;6;-1;1600;0.27;http://precio.habitissimo.es/tapizar-sofa;0.13;0.03;0.66;207000;0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79
cortinas para salon;7;6;-1;1600;0.31;http://fotos.habitissimo.es/cortinas;0.13;0.03;0.73;752000;0.67,0.42,0.54,0.42,0.42,0.54,0.67,0.79,0.79,0.67,0.99,0.99
puertas castalla;7;6;-1;1600;0.26;http://www.habitissimo.es/puertas-castalla;0.13;0.02;0.14;245000;0.99,0.84,0.84,0.84,0.68,0.53,0.99,0.84,0.84,0.53,0.84,0.84
fotos cocinas;2;3;1;480;0.51;http://fotos.habitissimo.es/reformas-cocinas;0.13;0.05;0.40;1960000;0.82,0.54,0.54,0.67,0.67,0.54,0.67,0.82,0.67,0.54,0.82,0.99
marcas de electrodomesticos;2;3;1;480;0.56;http://www.habitissimo.es/marcas/electrodomesticos;0.13;0.06;0.04;626000;0.99,0.81,0.81,0.81,0.81,0.66,0.81,0.81,0.81,0.99,0.99,0.81
reformas de casas;2;2;0;480;2.18;http://fotos.habitissimo.es/reformas-viviendas;0.13;0.24;0.89;14800000;0.82,0.67,0.67,0.54,0.54,0.54,0.67,0.54,0.67,0.67,0.82,0.99
gres catalan;2;2;0;480;0.06;http://www.habitissimo.es/gres-catalan;0.13;0.00;0.03;208000;0.99,0.99,0.99,0.81,0.81,0.66,0.81,0.99,0.81,0.66,0.81,0.81
cuanto cuesta tapizar un sofa;2;2;0;480;0.21;http://precio.habitissimo.es/tapiceros;0.13;0.02;0.52;8000;0.67,0.44,0.54,0.54,0.44,0.44,0.67,0.67,0.82,0.67,0.99,0.82
pintar azulejos baño;11;11;0;1300;0.54;http://preguntas.habitissimo.es/pregunta/pintar-azulejos-de-bano;0.13;0.05;0.12;472000;0.81,0.81,0.81,0.62,0.62,0.81,0.99,0.81,0.99,0.81,0.99,0.99
infocosta;13;13;0;6600;0.00;http://www.habitissimo.es/unitex-info-costa-brava-s-l;0.12;0.00;0.00;167000;0.67,0.67,0.99,0.67,0.82,0.82,0.67,0.55,0.55,0.36,0.36,0.36
casas prefabricadas precios y fotos;8;7;-1;1900;0.21;http://precio.habitissimo.es/construccion-casas-prefabricadas;0.12;0.02;0.61;478000;0.67,0.67,0.67,0.54,0.79,0.79,0.79,0.79,0.67,0.54,0.99,0.99
reformas de cocinas;3;3;0;590;2.34;http://fotos.habitissimo.es/reformas-cocinas;0.11;0.22;0.88;1100000;0.59,0.48,0.59,0.59,0.48,0.48,0.59,0.59,0.59,0.59,0.88,0.99
empresas de reformas;3;2;-1;590;3.13;http://www.habitissimo.es/empresas/reformas;0.11;0.29;0.94;35200000;0.82,0.82,0.82,0.67,0.82,0.54,0.67,0.82,0.82,0.67,0.82,0.99
reforma cocina;3;3;0;590;1.91;http://fotos.habitissimo.es/reformas-cocinas;0.11;0.18;0.79;11200000;0.55,0.55,0.55,0.44,0.55,0.55,0.55,0.55,0.67,0.55,0.82,0.99
precio tarima flotante;3;3;0;590;1.09;http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante;0.11;0.10;0.84;438000;0.67,0.55,0.55,0.55,0.55,0.55,0.55,0.67,0.82,0.67,0.99,0.82
reformas valencia;7;7;0;1300;1.56;http://www.habitissimo.es/empresas/reformas/valencia;0.11;0.14;0.75;1130000;0.54,0.67,0.54,0.79,0.79,0.30,0.37,0.54,0.99,0.42,0.37,0.42
pladur precio;7;7;0;1300;0.54;http://preguntas.habitissimo.es/pregunta/querria-saber-el-precio-del-m2-de-un-falso-techo-de-pladur;0.11;0.05;0.21;482000;0.30,0.42,0.79,0.67,0.54,0.20,0.79,0.79,0.99,0.42,0.37,0.54
fotos de muebles de cocina;1;1;0;110;0.28;http://fotos.habitissimo.es/muebles-cocina;0.11;0.02;0.55;13500000;0.79,0.64,0.79,0.64,0.64,0.64,0.64,0.50,0.79,0.64,0.99,0.99
marcas lavadoras;1;1;0;110;0.26;http://www.habitissimo.es/marcas/lavadora;0.11;0.02;0.25;1160000;0.65,0.65,0.82,0.65,0.82,0.65,0.82,0.53,0.82,0.65,0.82,0.99
fotos de baños con ducha;1;1;0;110;0.61;http://fotos.habitissimo.es/reformas-banos;0.11;0.05;0.36;18100000;0.28,0.34,0.22,0.22,0.16,0.34,0.28,0.09,0.44,0.22,0.81,0.99
tejado de pizarra;1;1;0;110;1.18;http://preguntas.habitissimo.es/pregunta/colocar-pizarra-o-teja-en-el-tejado;0.11;0.10;0.74;2780000;0.99,0.36,0.79,0.64,0.50,0.50,0.64,0.99,0.79,0.79,0.79,0.99
presupuesto pintura;1;1;0;110;1.73;http://www.habitissimo.es/presupuestos/pintores;0.11;0.16;0.75;1690000;0.99,0.67,0.67,0.52,0.67,0.52,0.67,0.52,0.52,0.43,0.43,0.52
reformar baño precio;1;1;0;110;1.47;http://precio.habitissimo.es/reformas-banos;0.11;0.13;0.90;883000;0.42,0.35,0.42,0.42,0.27,0.27,0.27,0.35,0.42,0.54,0.81,0.99
presupuestos reformas madrid;1;1;0;110;5.42;http://www.habitissimo.es/presupuestos/reformas/madrid;0.11;0.50;0.62;535000;0.35,0.35,0.42,0.42,0.35,0.27,0.19,0.42,0.42,0.42,0.99,0.65
fotos chimeneas;1;1;0;110;0.41;http://fotos.habitissimo.es/chimeneas;0.11;0.03;0.34;1270000;0.52,0.33,0.33,0.33,0.33,0.33,0.43,0.67,0.99,0.99,0.81,0.67
presupuesto de reforma;1;1;0;110;3.92;http://www.habitissimo.es/presupuestos/reformas;0.11;0.36;0.83;29400000;0.67,0.52,0.52,0.19,0.43,0.99,0.81,0.43,0.52,0.24,0.24,0.33
precio instalacion electrica;1;2;1;110;2.57;http://precio.habitissimo.es/reformar-instalacion-electrica-vivienda;0.11;0.23;0.46;869000;0.41,0.41,0.41,0.41,0.41,0.28,0.65,0.53,0.99,0.82,0.99,0.99
reformas viviendas;1;1;0;110;3.55;http://precio.habitissimo.es/reformas-viviendas/madrid;0.11;0.32;0.88;1770000;0.82,0.53,0.65,0.65,0.28,0.41,0.99,0.53,0.82,0.82,0.82,0.82
presupuesto de pintura;1;1;0;110;1.88;http://www.habitissimo.es/presupuestos/pintores;0.11;0.17;0.75;1460000;0.99,0.82,0.82,0.65,0.65,0.53,0.53,0.53,0.65,0.28,0.53,0.65
microcemento precios;1;1;0;110;1.66;http://precio.habitissimo.es/microcemento;0.11;0.15;0.89;310000;0.52,0.43,0.52,0.52,0.99,0.33,0.43,0.52,0.43,0.43,0.52,0.43
presupuesto quitar gotele;1;1;0;110;0.81;http://preguntas.habitissimo.es/pregunta/buenas-cuanto-cuesta-pintar-un-piso-de-90-metros-haciendo-paredes-lisas-actuslmente-estan-con-gotele;0.11;0.07;0.69;79000;0.99,0.53,0.65,0.53,0.65,0.53,0.65,0.53,0.65,0.65,0.99,0.82
ventana climalit;1;0;0;110;0.72;http://www.habitissimo.es/presupuestos/ventana-climalit/badajoz/badajoz;0.11;0.06;0.56;3710000;0.52,0.33,0.24,0.43,0.33,0.43,0.43,0.67,0.81,0.81,0.99,0.67
presupuesto online;1;1;0;110;2.85;http://www.habitissimo.es/presupuestos/reformas;0.11;0.26;0.61;2430000;0.82,0.65,0.65,0.65,0.65,0.41,0.82,0.82,0.99,0.53,0.82,0.65
reforma de cocinas;1;1;0;110;2.33;http://fotos.habitissimo.es/reformas-cocinas;0.11;0.21;0.89;1190000;0.99,0.82,0.53,0.65,0.53,0.53,0.65,0.53,0.65,0.53,0.99,0.82
reformas de locales en madrid;1;3;2;110;7.36;http://precio.habitissimo.es/reformas-locales-comerciales/madrid;0.11;0.68;0.95;720000;0.15,0.10,0.35,0.99,0.19,0.23,0.19,0.19,0.10,0.08,0.06,0.06
salas de cine en casa;1;1;0;110;0.10;http://www.habitissimo.es/ideas/12-cines-alucinantes-para-tener-en-casa;0.11;0.00;0.05;775000;0.53,0.53,0.53,0.41,0.41,0.53,0.82,0.65,0.53,0.99,0.99,0.99
tapizar sofa precio;2;2;0;390;0.25;http://precio.habitissimo.es/tapiceros;0.10;0.02;0.85;128000;0.44,0.44,0.44,0.44,0.54,0.66,0.66,0.66,0.81,0.66,0.99,0.81
precio microcemento;2;1;-1;390;1.29;http://precio.habitissimo.es/microcemento;0.10;0.11;0.90;377000;0.99,0.82,0.82,0.82,0.99,0.82,0.99,0.99,0.99,0.82,0.99,0.99
